year,country1,country2,n_speeches,freq1,freq2,score
1995,ITA,OMN,1,5,2,2.857142857142857
1997,ALB,GIN,1,5,2,2.857142857142857
2013,IRN,KWT,1,2,5,2.857142857142857
2018,PAK,RUS,1,5,2,2.857142857142857
1996,CAN,CMR,1,5,2,2.857142857142857
2002,BIH,SVN,1,5,2,2.857142857142857
1996,CAN,GAB,1,5,2,2.857142857142857
1996,CAN,HND,1,5,2,2.857142857142857
2016,ISR,MYS,1,5,2,2.857142857142857
1995,HUN,JPN,1,2,5,2.857142857142857
2002,CMR,KWT,1,2,5,2.857142857142857
2017,BGD,KAZ,1,5,2,2.857142857142857
2008,SOM,UGA,1,5,2,2.857142857142857
1995,IRQ,PSE,1,2,5,2.857142857142857
2017,AFG,ARE,1,5,2,2.857142857142857
2019,ARG,DOM,1,2,5,2.857142857142857
2002,ERI,ESP,1,5,2,2.857142857142857
2016,RWA,TZA,1,5,2,2.857142857142857
2019,IND,MMR,1,2,5,2.857142857142857
2009,LBR,TZA,1,5,2,2.857142857142857
2009,HRV,LBR,1,2,5,2.857142857142857
2007,COD,COG,1,2,5,2.857142857142857
2008,ISR,SDN,1,2,5,2.857142857142857
2009,ARM,COG,1,2,5,2.857142857142857
1996,LAO,USA,1,5,2,2.857142857142857
2009,LBR,SEN,1,5,2,2.857142857142857
2019,ISR,MLI,1,5,2,2.857142857142857
2016,AFG,KAZ,1,5,2,2.857142857142857
2009,LBR,SVK,1,5,2,2.857142857142857
2002,CUB,USA,1,2,5,2.857142857142857
2016,LBN,TUN,1,5,2,2.857142857142857
2009,ARG,COG,1,2,5,2.857142857142857
2002,OMN,UGA,1,2,5,2.857142857142857
1995,LBN,PSE,1,2,5,2.857142857142857
2015,EGY,PSE,1,2,5,2.857142857142857
2019,IND,ZAF,1,2,5,2.857142857142857
1995,JPN,POL,1,5,2,2.857142857142857
2016,AFG,IRN,1,5,2,2.857142857142857
2009,LBR,ZAF,1,5,2,2.857142857142857
1995,KWT,PSE,1,2,5,2.857142857142857
2011,IRN,SSD,1,5,2,2.857142857142857
2007,ESP,LBN,1,2,5,2.857142857142857
2013,LBY,SAU,1,5,2,2.857142857142857
2003,AFG,FIN,1,5,2,2.857142857142857
1997,NLD,PSE,1,2,5,2.857142857142857
1995,JPN,ROU,1,5,2,2.857142857142857
2003,CRI,ZAF,1,2,5,2.857142857142857
2002,BEL,UGA,1,2,5,2.857142857142857
2009,LBR,NZL,1,5,2,2.857142857142857
2009,ARG,LBR,1,2,5,2.857142857142857
2009,LBR,SVN,1,5,2,2.857142857142857
2002,DNK,UGA,1,2,5,2.857142857142857
2007,CHN,KOR,1,5,2,2.857142857142857
1995,LBR,MOZ,1,5,2,2.857142857142857
2011,IRN,PSE,1,5,2,2.857142857142857
2009,LBR,POL,1,5,2,2.857142857142857
2009,LBR,SRB,1,5,2,2.857142857142857
2019,IRN,NIC,1,2,5,2.857142857142857
1995,JPN,NLD,1,5,2,2.857142857142857
1995,PSE,QAT,1,5,2,2.857142857142857
2019,GEO,RUS,1,2,5,2.857142857142857
2015,PSE,SYR,1,5,2,2.857142857142857
2002,PNG,TON,1,5,2,2.857142857142857
2000,AUS,TLS,1,2,5,2.857142857142857
2009,BEL,COG,1,2,5,2.857142857142857
2013,QAT,TUR,1,4,2,2.6666666666666665
2016,LBY,NLD,1,4,2,2.6666666666666665
2002,IRQ,OMN,1,4,2,2.6666666666666665
2002,IRQ,LAO,1,4,2,2.6666666666666665
2002,IRN,SLE,1,2,4,2.6666666666666665
2011,AUS,KWT,1,2,4,2.6666666666666665
2005,DZA,TUN,1,2,4,2.6666666666666665
2008,TZA,ZWE,1,2,4,2.6666666666666665
2009,AFG,CAN,1,4,2,2.6666666666666665
2016,KWT,RUS,1,4,2,2.6666666666666665
1999,SEN,TUR,1,2,4,2.6666666666666665
2002,IRQ,THA,1,4,2,2.6666666666666665
2005,BIH,SRB,1,2,4,2.6666666666666665
2008,RUS,SLE,1,4,2,2.6666666666666665
2019,CUB,MEX,1,2,4,2.6666666666666665
2014,BDI,SOM,1,2,4,2.6666666666666665
1996,CUB,PSE,1,2,4,2.6666666666666665
2013,ARM,UKR,1,4,2,2.6666666666666665
2008,COG,ZAF,1,4,2,2.6666666666666665
1999,NZL,USA,1,2,4,2.6666666666666665
2003,ESP,JOR,1,2,4,2.6666666666666665
2000,PRT,SLE,1,2,4,2.6666666666666665
2002,IRQ,VNM,1,4,2,2.6666666666666665
2003,AFG,DEU,1,4,2,2.6666666666666665
2008,AUS,COG,1,2,4,2.6666666666666665
2005,BIH,RWA,1,2,4,2.6666666666666665
2008,SLE,VNM,1,4,2,2.6666666666666665
2014,IDN,ISR,1,4,2,2.6666666666666665
2013,PAK,TUR,1,4,2,2.6666666666666665
1996,ITA,RWA,1,2,4,2.6666666666666665
1999,TUR,UKR,1,4,2,2.6666666666666665
2003,CIV,USA,1,2,4,2.6666666666666665
2019,ARM,UKR,1,2,4,2.6666666666666665
2008,AUT,COG,1,2,4,2.6666666666666665
2014,IRQ,ZAF,1,4,2,2.6666666666666665
2019,JOR,SAU,1,4,2,2.6666666666666665
2017,SYR,YEM,1,2,4,2.6666666666666665
2018,ETH,NLD,1,2,4,2.6666666666666665
2019,AUS,CHN,1,4,2,2.6666666666666665
2019,KEN,SYR,1,2,4,2.6666666666666665
2001,CAF,EGY,1,4,2,2.6666666666666665
1996,GEO,GIN,1,4,2,2.6666666666666665
2019,ISR,NGA,1,4,2,2.6666666666666665
1998,MOZ,SOM,1,2,4,2.6666666666666665
1995,BDI,CAF,1,2,4,2.6666666666666665
2012,PSE,SAU,1,2,4,2.6666666666666665
2013,AFG,FIN,1,4,2,2.6666666666666665
2019,ISR,QAT,1,4,2,2.6666666666666665
2000,SLE,UKR,1,2,4,2.6666666666666665
2019,ISR,SDN,1,4,2,2.6666666666666665
2018,KAZ,TUR,1,4,2,2.6666666666666665
2018,KAZ,NLD,1,4,2,2.6666666666666665
2005,COG,LBR,1,4,2,2.6666666666666665
2018,FRA,QAT,1,4,2,2.6666666666666665
2016,BDI,GIN,1,4,2,2.6666666666666665
2008,AUS,ZWE,1,2,4,2.6666666666666665
2018,BRA,NIC,1,2,4,2.6666666666666665
2011,HTI,IND,1,4,2,2.6666666666666665
2014,IRN,PAK,1,4,2,2.6666666666666665
1999,LAO,PRT,1,2,4,2.6666666666666665
2019,IRQ,MLI,1,4,2,2.6666666666666665
1996,JOR,PSE,1,2,4,2.6666666666666665
2018,FRA,UKR,1,2,4,2.6666666666666665
2000,AGO,BLR,1,4,2,2.6666666666666665
2003,ITA,JOR,1,2,4,2.6666666666666665
2018,LBY,UKR,1,2,4,2.6666666666666665
2016,LBN,SSD,1,4,2,2.6666666666666665
2008,BFA,GIN,1,2,4,2.6666666666666665
2017,DZA,MLI,1,2,4,2.6666666666666665
2001,BIH,RWA,1,2,4,2.6666666666666665
2001,BRA,PSE,1,2,4,2.6666666666666665
2008,BGR,COG,1,2,4,2.6666666666666665
2003,IRQ,LBR,1,2,4,2.6666666666666665
2000,FRA,HRV,1,2,4,2.6666666666666665
2003,CIV,IRQ,1,4,2,2.6666666666666665
2017,CAF,YEM,1,2,4,2.6666666666666665
2012,CHE,PSE,1,2,4,2.6666666666666665
2017,IDN,LBN,1,2,4,2.6666666666666665
2016,AFG,MLI,1,2,4,2.6666666666666665
2016,NGA,YEM,1,2,4,2.6666666666666665
2008,COG,POL,1,4,2,2.6666666666666665
2002,NAM,PSE,1,2,4,2.6666666666666665
2019,CHL,ESP,1,4,2,2.6666666666666665
2019,CHL,CUB,1,4,2,2.6666666666666665
2009,CZE,SOM,1,2,4,2.6666666666666665
1999,CHN,MKD,1,2,4,2.6666666666666665
2008,COG,PRT,1,4,2,2.6666666666666665
1999,BIH,FRA,1,4,2,2.6666666666666665
2019,CHL,HND,1,4,2,2.6666666666666665
2015,KWT,QAT,1,2,4,2.6666666666666665
2008,COG,NZL,1,4,2,2.6666666666666665
2012,FRA,PSE,1,2,4,2.6666666666666665
2000,DJI,SLE,1,2,4,2.6666666666666665
2019,LKA,SYR,1,2,4,2.6666666666666665
2011,IRQ,USA,1,4,2,2.6666666666666665
2008,COG,ROU,1,4,2,2.6666666666666665
2019,CHL,HTI,1,4,2,2.6666666666666665
2012,IRN,USA,1,4,2,2.6666666666666665
2017,JPN,LBY,1,4,2,2.6666666666666665
2002,MRT,PSE,1,2,4,2.6666666666666665
2017,LBN,SSD,1,2,4,2.6666666666666665
2002,MRT,ZAF,1,2,4,2.6666666666666665
2004,DZA,USA,1,2,4,2.6666666666666665
2004,DZA,PSE,1,2,4,2.6666666666666665
2012,IRN,PSE,1,4,2,2.6666666666666665
2019,CIV,MLI,1,2,4,2.6666666666666665
2017,COG,TZA,1,4,2,2.6666666666666665
2017,JPN,YEM,1,4,2,2.6666666666666665
2010,SDN,UGA,1,4,2,2.6666666666666665
1995,NLD,OMN,1,4,2,2.6666666666666665
2019,CHN,CUB,1,2,4,2.6666666666666665
2011,JPN,LBR,1,2,4,2.6666666666666665
1995,ARG,KHM,1,4,2,2.6666666666666665
2008,COG,CZE,1,4,2,2.6666666666666665
2008,COG,DEU,1,4,2,2.6666666666666665
2008,COG,NOR,1,4,2,2.6666666666666665
2018,NLD,PAK,1,2,4,2.6666666666666665
1999,CAF,MOZ,1,4,2,2.6666666666666665
1999,QAT,SEN,1,4,2,2.6666666666666665
1999,QAT,UKR,1,4,2,2.6666666666666665
2019,ARE,SDN,1,2,4,2.6666666666666665
2012,DEU,LBN,1,2,4,2.6666666666666665
1999,BLR,QAT,1,2,4,2.6666666666666665
1999,BLR,TUR,1,2,4,2.6666666666666665
1999,BIH,NLD,1,4,2,2.6666666666666665
1999,CAF,KHM,1,4,2,2.6666666666666665
2008,COG,LIE,1,4,2,2.6666666666666665
2008,COG,LTU,1,4,2,2.6666666666666665
2008,COG,LUX,1,4,2,2.6666666666666665
2008,COG,LVA,1,4,2,2.6666666666666665
2008,COG,MLT,1,4,2,2.6666666666666665
2008,LBY,RWA,1,2,4,2.6666666666666665
2012,DJI,ETH,1,2,4,2.6666666666666665
2008,COG,KOR,1,4,2,2.6666666666666665
2008,COG,NLD,1,4,2,2.6666666666666665
2008,COG,JAM,1,4,2,2.6666666666666665
2017,COG,SOM,1,2,4,2.6666666666666665
2008,COG,ISL,1,4,2,2.6666666666666665
2004,AFG,RUS,1,2,4,2.6666666666666665
2008,COG,IRL,1,4,2,2.6666666666666665
2008,COG,HUN,1,4,2,2.6666666666666665
1999,BIH,RUS,1,4,2,2.6666666666666665
2008,COG,GRC,1,4,2,2.6666666666666665
2008,LBR,ZWE,1,2,4,2.6666666666666665
2008,COG,FIN,1,4,2,2.6666666666666665
2008,COG,EST,1,4,2,2.6666666666666665
2008,COG,ESP,1,4,2,2.6666666666666665
2017,SEN,SOM,1,2,4,2.6666666666666665
2015,IDN,MYS,1,2,4,2.6666666666666665
2017,LBN,USA,1,4,2,2.6666666666666665
2008,CAN,COG,1,2,4,2.6666666666666665
2014,AFG,SAU,1,2,4,2.6666666666666665
2002,PSE,SGP,1,4,2,2.6666666666666665
2016,CAF,USA,1,4,2,2.6666666666666665
2004,PSE,YEM,1,4,2,2.6666666666666665
2016,COL,IRN,1,2,4,2.6666666666666665
2008,COG,SWE,1,4,2,2.6666666666666665
2017,COD,SSD,1,4,2,2.6666666666666665
2019,KOR,USA,1,2,4,2.6666666666666665
2008,NZL,ZWE,1,2,4,2.6666666666666665
2004,MEX,NLD,1,4,2,2.6666666666666665
2011,AGO,BRA,1,4,2,2.6666666666666665
2019,KWT,MLI,1,2,4,2.6666666666666665
2017,LBY,MMR,1,4,2,2.6666666666666665
2017,LBY,MLT,1,4,2,2.6666666666666665
2017,BDI,FRA,1,4,2,2.6666666666666665
2004,RWA,UGA,1,4,2,2.6666666666666665
2008,COG,TZA,1,4,2,2.6666666666666665
2014,GIN,UKR,1,2,4,2.6666666666666665
2019,ARG,MEX,1,2,4,2.6666666666666665
2014,HTI,UKR,1,2,4,2.6666666666666665
2018,ERI,YEM,1,2,4,2.6666666666666665
2014,HTI,LBR,1,2,4,2.6666666666666665
2016,BDI,MRT,1,4,2,2.6666666666666665
2002,KWT,LAO,1,4,2,2.6666666666666665
2012,COG,GIN,1,4,2,2.6666666666666665
2002,KWT,NZL,1,4,2,2.6666666666666665
2016,BDI,SLE,1,2,4,2.6666666666666665
2002,KWT,THA,1,4,2,2.6666666666666665
2002,KWT,VNM,1,4,2,2.6666666666666665
2008,CAN,ZWE,1,2,4,2.6666666666666665
2008,CHE,COG,1,2,4,2.6666666666666665
2017,BDI,SWE,1,4,2,2.6666666666666665
1999,AGO,GIN,1,2,4,2.6666666666666665
2004,KHM,TLS,1,4,2,2.6666666666666665
2004,KHM,SLB,1,4,2,2.6666666666666665
2019,KWT,QAT,1,2,4,2.6666666666666665
2015,BEL,QAT,1,2,4,2.6666666666666665
2015,KEN,TCD,1,4,2,2.6666666666666665
2012,KHM,LBY,1,2,4,2.6666666666666665
2001,BDI,FRA,1,4,2,2.6666666666666665
1999,ARE,TUR,1,2,4,2.6666666666666665
2019,ARG,CHL,1,2,4,2.6666666666666665
2000,CAN,HRV,1,2,4,2.6666666666666665
2019,ARE,YEM,1,2,4,2.6666666666666665
2016,CAF,NGA,1,4,2,2.6666666666666665
2001,BDI,BWA,1,4,2,2.6666666666666665
2004,GIN,MLI,1,4,2,2.6666666666666665
2016,PSE,TUN,1,4,2,2.6666666666666665
2015,BFA,NGA,1,4,2,2.6666666666666665
2016,BDI,UGA,1,2,4,2.6666666666666665
2009,IND,PSE,1,4,2,2.6666666666666665
1999,ARE,QAT,1,2,4,2.6666666666666665
2015,BEL,IRQ,1,2,4,2.6666666666666665
1996,BIH,CZE,1,4,2,2.6666666666666665
2008,COG,SVN,1,4,2,2.6666666666666665
2001,BDI,SDN,1,4,2,2.6666666666666665
2008,CHL,COG,1,2,4,2.6666666666666665
1996,BIH,TUR,1,4,2,2.6666666666666665
2008,NLD,ZWE,1,2,4,2.6666666666666665
1999,ALB,TUR,1,2,4,2.6666666666666665
2017,JOR,JPN,1,2,4,2.6666666666666665
1999,ALB,QAT,1,2,4,2.6666666666666665
2018,DZA,ISR,1,2,4,2.6666666666666665
2019,CAF,TCD,1,4,2,2.6666666666666665
1999,COD,RWA,1,2,4,2.6666666666666665
1999,COG,DZA,1,4,2,2.6666666666666665
2019,KWT,SDN,1,2,4,2.6666666666666665
2018,KWT,YEM,1,4,2,2.6666666666666665
2017,BDI,LBY,1,2,4,2.6666666666666665
2008,ARM,COG,1,2,4,2.6666666666666665
2006,CAN,SDN,1,4,2,2.6666666666666665
2003,COL,MCO,1,4,2,2.6666666666666665
2006,FIN,PSE,1,2,4,2.6666666666666665
2000,PAK,SLE,1,2,4,2.6666666666666665
2018,IRQ,SWE,1,4,2,2.6666666666666665
2011,BIH,HTI,1,2,4,2.6666666666666665
2006,FJI,NRU,1,4,2,2.6666666666666665
2014,SDN,UKR,1,2,4,2.6666666666666665
2011,COG,HTI,1,2,4,2.6666666666666665
2006,FJI,TLS,1,2,4,2.6666666666666665
2006,FJI,TON,1,4,2,2.6666666666666665
2003,BFA,LBR,1,2,4,2.6666666666666665
1997,CAF,FRA,1,4,2,2.6666666666666665
2019,BIH,DEU,1,4,2,2.6666666666666665
2019,NAM,ZAF,1,2,4,2.6666666666666665
2018,BGD,USA,1,4,2,2.6666666666666665
2006,PLW,TLS,1,2,4,2.6666666666666665
2018,BGD,CHN,1,4,2,2.6666666666666665
1999,IRN,TUR,1,2,4,2.6666666666666665
2003,FRA,UGA,1,4,2,2.6666666666666665
2006,GHA,GIN,1,2,4,2.6666666666666665
2000,HRV,NLD,1,4,2,2.6666666666666665
2016,IRQ,PAK,1,4,2,2.6666666666666665
2019,HRV,RWA,1,2,4,2.6666666666666665
1999,IRN,QAT,1,2,4,2.6666666666666665
2013,IRQ,MLI,1,2,4,2.6666666666666665
2000,HRV,RUS,1,4,2,2.6666666666666665
1995,FRA,RWA,1,4,2,2.6666666666666665
2013,CAF,GIN,1,2,4,2.6666666666666665
2002,CAF,SLE,1,2,4,2.6666666666666665
2015,IRQ,SYR,1,4,2,2.6666666666666665
2006,QAT,USA,1,2,4,2.6666666666666665
2002,CAN,USA,1,4,2,2.6666666666666665
2017,ETH,SSD,1,2,4,2.6666666666666665
1997,BIH,HUN,1,4,2,2.6666666666666665
2016,AGO,UGA,1,2,4,2.6666666666666665
1997,BIH,LUX,1,4,2,2.6666666666666665
2001,IRQ,ITA,1,4,2,2.6666666666666665
2013,ISR,PAK,1,2,4,2.6666666666666665
2010,ECU,HTI,1,2,4,2.6666666666666665
2019,DZA,QAT,1,2,4,2.6666666666666665
2019,DZA,SDN,1,2,4,2.6666666666666665
2013,BIH,GEO,1,2,4,2.6666666666666665
1997,BIH,TUR,1,4,2,2.6666666666666665
2015,USA,ZAF,1,4,2,2.6666666666666665
2018,PAK,UZB,1,4,2,2.6666666666666665
2018,GNQ,NLD,1,2,4,2.6666666666666665
2013,GEO,KGZ,1,4,2,2.6666666666666665
2019,HTI,MEX,1,2,4,2.6666666666666665
2001,IRQ,NLD,1,4,2,2.6666666666666665
2018,IRQ,UKR,1,2,4,2.6666666666666665
2002,CAN,DEU,1,4,2,2.6666666666666665
1998,GMB,IRQ,1,2,4,2.6666666666666665
2006,DZA,ESH,1,2,4,2.6666666666666665
1998,GIN,LBY,1,2,4,2.6666666666666665
2006,DZA,MAR,1,2,4,2.6666666666666665
2000,IND,SLE,1,2,4,2.6666666666666665
2018,CHN,PAK,1,2,4,2.6666666666666665
1995,HRV,ITA,1,4,2,2.6666666666666665
2000,JPN,SLE,1,2,4,2.6666666666666665
2003,COL,ECU,1,4,2,2.6666666666666665
2019,BGD,IND,1,4,2,2.6666666666666665
2006,NPL,TLS,1,2,4,2.6666666666666665
2003,KWT,PHL,1,4,2,2.6666666666666665
2003,COL,SLE,1,4,2,2.6666666666666665
2007,IRQ,JOR,1,4,2,2.6666666666666665
2007,IND,KOR,1,4,2,2.6666666666666665
2003,COL,SVN,1,4,2,2.6666666666666665
1995,GRC,MNE,1,2,4,2.6666666666666665
1997,ESH,MAR,1,4,2,2.6666666666666665
2006,MLI,NER,1,4,2,2.6666666666666665
2019,BGD,JPN,1,4,2,2.6666666666666665
2007,IDN,IRN,1,2,4,2.6666666666666665
2018,PAK,TUR,1,4,2,2.6666666666666665
2014,MAR,MLI,1,4,2,2.6666666666666665
2019,HND,MEX,1,2,4,2.6666666666666665
2018,IDN,IRQ,1,2,4,2.6666666666666665
2019,BDI,CMR,1,2,4,2.6666666666666665
2015,DJI,ETH,1,2,4,2.6666666666666665
1997,GTM,ITA,1,4,2,2.6666666666666665
1997,GTM,NLD,1,4,2,2.6666666666666665
2015,DJI,SOM,1,2,4,2.6666666666666665
1997,GTM,PRT,1,4,2,2.6666666666666665
2009,BDI,CAF,1,4,2,2.6666666666666665
1997,IDN,NLD,1,4,2,2.6666666666666665
2003,BDI,COL,1,2,4,2.6666666666666665
1997,GTM,SWE,1,4,2,2.6666666666666665
1995,GHA,LBR,1,4,2,2.6666666666666665
2003,COL,RWA,1,4,2,2.6666666666666665
2019,ESP,MEX,1,2,4,2.6666666666666665
2003,COL,NAM,1,4,2,2.6666666666666665
2016,IRN,MYS,1,4,2,2.6666666666666665
2006,GTM,UGA,1,2,4,2.6666666666666665
2000,JOR,SLE,1,2,4,2.6666666666666665
2011,GHA,NGA,1,2,4,2.6666666666666665
1997,COL,GTM,1,2,4,2.6666666666666665
2009,LKA,SDN,1,4,2,2.6666666666666665
1999,ECU,PRT,1,2,4,2.6666666666666665
2015,SAU,TUN,1,4,2,2.6666666666666665
2016,IRN,SAU,1,4,2,2.6666666666666665
1995,FRA,SOM,1,4,2,2.6666666666666665
2006,NZL,TON,1,4,2,2.6666666666666665
2002,BIH,MNE,1,2,4,2.6666666666666665
2003,FJI,TLS,1,2,4,2.6666666666666665
2007,KEN,SRB,1,2,4,2.6666666666666665
2015,SOM,TZA,1,2,4,2.6666666666666665
2019,ERI,QAT,1,2,4,2.6666666666666665
2018,CMR,LBY,1,4,2,2.6666666666666665
2001,MOZ,TZA,1,2,4,2.6666666666666665
2006,ISR,SDN,1,4,2,2.6666666666666665
2017,AFG,UKR,1,2,4,2.6666666666666665
1997,DEU,HUN,1,4,2,2.6666666666666665
2003,FRA,RWA,1,4,2,2.6666666666666665
1995,GRC,SRB,1,2,4,2.6666666666666665
2006,NZL,SLB,1,4,2,2.6666666666666665
2006,NRU,NZL,1,2,4,2.6666666666666665
2016,ETH,YEM,1,2,4,2.6666666666666665
2007,JPN,KOR,1,4,2,2.6666666666666665
2002,CHE,IRQ,1,2,4,2.6666666666666665
2018,COG,KAZ,1,2,4,2.6666666666666665
2003,COL,CRI,1,4,2,2.6666666666666665
2011,QAT,USA,1,2,4,2.6666666666666665
2005,MEX,TUN,1,2,4,2.6666666666666665
1997,SLE,USA,1,4,2,2.6666666666666665
2014,KWT,SAU,1,4,2,2.6666666666666665
2018,JPN,KWT,1,2,4,2.6666666666666665
1998,AUT,MKD,1,2,4,2.6666666666666665
2001,CUB,EGY,1,2,4,2.6666666666666665
2001,CUB,PSE,1,2,4,2.6666666666666665
2001,DEU,IRQ,1,2,4,2.6666666666666665
1995,ESP,OMN,1,4,2,2.6666666666666665
2003,PSE,SYR,1,4,2,2.6666666666666665
2014,MLI,NER,1,4,2,2.6666666666666665
2015,CIV,TZA,1,2,4,2.6666666666666665
2005,NER,TUN,1,2,4,2.6666666666666665
2007,AFG,ZWE,1,4,2,2.6666666666666665
2001,ESH,SLE,1,2,4,2.6666666666666665
2000,COG,IDN,1,2,4,2.6666666666666665
2017,MLI,SSD,1,2,4,2.6666666666666665
1998,ITA,MKD,1,2,4,2.6666666666666665
2017,GIN,SSD,1,4,2,2.6666666666666665
2005,NLD,TUN,1,2,4,2.6666666666666665
2013,BDI,GIN,1,2,4,2.6666666666666665
2013,FRA,LBY,1,4,2,2.6666666666666665
2003,KWT,USA,1,2,4,2.6666666666666665
2015,AFG,LBR,1,2,4,2.6666666666666665
2008,IND,LBN,1,2,4,2.6666666666666665
2019,FRA,NZL,1,4,2,2.6666666666666665
1997,LBR,NLD,1,4,2,2.6666666666666665
2012,BDI,DJI,1,4,2,2.6666666666666665
2002,AFG,TLS,1,2,4,2.6666666666666665
2002,COL,RWA,1,2,4,2.6666666666666665
1999,GIN,TZA,1,4,2,2.6666666666666665
2003,MYS,USA,1,4,2,2.6666666666666665
2019,IRN,SRB,1,4,2,2.6666666666666665
2018,SWE,TUR,1,2,4,2.6666666666666665
2012,BIH,RWA,1,4,2,2.6666666666666665
2002,DJI,PSE,1,2,4,2.6666666666666665
2005,GIN,LBR,1,4,2,2.6666666666666665
1999,GIN,MAR,1,4,2,2.6666666666666665
2019,DJI,QAT,1,2,4,2.6666666666666665
2003,AUT,COL,1,2,4,2.6666666666666665
2013,ESH,PSE,1,2,4,2.6666666666666665
2005,HRV,SRB,1,2,4,2.6666666666666665
2017,BLR,UKR,1,2,4,2.6666666666666665
2019,DJI,SDN,1,2,4,2.6666666666666665
2005,ISR,JOR,1,4,2,2.6666666666666665
2008,COG,NGA,1,4,2,2.6666666666666665
1998,AGO,COG,1,4,2,2.6666666666666665
2002,CRI,KWT,1,2,4,2.6666666666666665
2003,CMR,RWA,1,4,2,2.6666666666666665
2003,CMR,STP,1,4,2,2.6666666666666665
1999,KHM,PRT,1,2,4,2.6666666666666665
1996,PSE,YEM,1,4,2,2.6666666666666665
2017,TZA,UGA,1,4,2,2.6666666666666665
2017,BIH,UKR,1,4,2,2.6666666666666665
2015,FRA,IRN,1,2,4,2.6666666666666665
2016,JOR,QAT,1,4,2,2.6666666666666665
2007,BIH,SRB,1,4,2,2.6666666666666665
1995,BIH,GRC,1,4,2,2.6666666666666665
2003,BRA,TLS,1,2,4,2.6666666666666665
2017,GHA,JPN,1,2,4,2.6666666666666665
2018,SYR,YEM,1,2,4,2.6666666666666665
2001,ESP,IRQ,1,2,4,2.6666666666666665
1999,CUB,TUR,1,2,4,2.6666666666666665
2003,NGA,USA,1,2,4,2.6666666666666665
2006,AUS,SLB,1,4,2,2.6666666666666665
2011,CRI,HTI,1,2,4,2.6666666666666665
2006,AUS,TON,1,4,2,2.6666666666666665
2005,SDN,SLE,1,4,2,2.6666666666666665
2003,NZL,TLS,1,2,4,2.6666666666666665
2016,ECU,YEM,1,2,4,2.6666666666666665
2017,BGD,COG,1,2,4,2.6666666666666665
2007,COG,SRB,1,2,4,2.6666666666666665
2015,QAT,USA,1,4,2,2.6666666666666665
2016,ERI,SDN,1,4,2,2.6666666666666665
2016,ERI,RUS,1,4,2,2.6666666666666665
2016,ERI,LBY,1,4,2,2.6666666666666665
2017,BGD,LBN,1,4,2,2.6666666666666665
2009,KWT,LBN,1,4,2,2.6666666666666665
2006,BDI,NLD,1,4,2,2.6666666666666665
2006,BIH,MNE,1,2,4,2.6666666666666665
2006,BDI,NOR,1,4,2,2.6666666666666665
2006,BDI,USA,1,4,2,2.6666666666666665
2010,AFG,COG,1,4,2,2.6666666666666665
2016,ERI,ESH,1,4,2,2.6666666666666665
2006,BFA,MLI,1,2,4,2.6666666666666665
2018,CHN,KAZ,1,2,4,2.6666666666666665
2016,ERI,LBN,1,4,2,2.6666666666666665
2006,AUS,NRU,1,4,2,2.6666666666666665
2002,AFG,IRN,1,4,2,2.6666666666666665
2006,AFG,YEM,1,2,4,2.6666666666666665
2016,USA,YEM,1,2,4,2.6666666666666665
2015,COD,RWA,1,4,2,2.6666666666666665
2000,AGO,MAR,1,4,2,2.6666666666666665
2002,AFG,SOM,1,4,2,2.6666666666666665
2008,AGO,ZWE,1,2,4,2.6666666666666665
2015,QAT,TUN,1,4,2,2.6666666666666665
2005,SWE,TUN,1,2,4,2.6666666666666665
2015,COD,TZA,1,4,2,2.6666666666666665
2005,TUN,TZA,1,4,2,2.6666666666666665
2000,MYS,NAM,1,2,4,2.6666666666666665
1999,CUB,QAT,1,2,4,2.6666666666666665
2018,POL,UKR,1,2,4,2.6666666666666665
2017,BGD,TUR,1,4,2,2.6666666666666665
1998,BIH,RUS,1,4,2,2.6666666666666665
2015,COG,KEN,1,2,4,2.6666666666666665
2001,FRA,RWA,1,2,4,2.6666666666666665
2002,ARG,KWT,1,2,4,2.6666666666666665
2013,KGZ,UKR,1,2,4,2.6666666666666665
2002,AUS,KWT,1,2,4,2.6666666666666665
2002,CHE,KWT,1,2,4,2.6666666666666665
2018,ISR,MMR,1,4,2,2.6666666666666665
2017,UKR,ZAF,1,4,2,2.6666666666666665
2000,CAF,SLE,1,3,2,2.4
2016,AGO,STP,1,2,3,2.4
2001,AFG,AUS,1,3,2,2.4
2011,GTM,SLV,1,3,2,2.4
2015,MLI,USA,1,3,2,2.4
2016,AFG,EGY,1,3,2,2.4
2016,AGO,MLI,1,2,3,2.4
2001,AFG,BEL,1,3,2,2.4
2000,CAF,MOZ,1,3,2,2.4
2001,AFG,CAN,1,3,2,2.4
2000,DEU,RUS,1,3,2,2.4
2001,AFG,DEU,1,3,2,2.4
2015,LBY,TCD,1,2,3,2.4
2001,AFG,EGY,1,3,2,2.4
2000,COG,UKR,1,2,3,2.4
2000,IND,ZMB,1,2,3,2.4
2018,MLI,SSD,1,3,2,2.4
2000,KWT,ZAF,1,2,3,2.4
2015,TKM,USA,1,2,3,2.4
2000,ISR,ZMB,1,2,3,2.4
2000,ESP,RWA,1,2,3,2.4
2000,ETH,RUS,1,3,2,2.4
2015,PAK,TKM,1,3,2,2.4
2018,LBY,NLD,1,3,2,2.4
2015,PLW,VUT,1,3,2,2.4
2000,GNB,MYS,1,3,2,2.4
2015,PLW,WSM,1,3,2,2.4
