year,country1,country2,n_speeches,freq1,freq2,score
2014,CAF,UKR,8,20,22,20.62857142857143
2019,LBY,USA,7,20,23,20.616450216450215
2015,JOR,LBN,8,18,25,20.485714285714284
2001,NAM,UGA,7,23,21,20.466666666666665
2002,EGY,SDN,9,18,28,20.457142857142856
1999,RWA,UGA,5,20,21,20.444444444444443
2010,SDN,SOM,6,19,25,20.416666666666664
2002,ISR,JPN,10,21,20,20.4
2005,FRA,USA,10,21,20,20.4
2002,JPN,MAR,10,20,21,20.4
2017,JPN,SWE,10,20,21,20.4
2002,EGY,IND,10,21,20,20.4
2012,DEU,MAR,10,20,21,20.4
2002,EGY,MAR,10,20,21,20.4
2002,ESP,UKR,10,21,20,20.4
2013,ISR,JOR,6,27,19,20.37142857142857
2019,IRQ,LBN,5,18,35,20.35930735930736
2010,IRQ,USA,6,67,17,20.357894736842102
2009,COG,SDN,8,23,20,20.323809523809526
2017,AFG,IRQ,7,48,17,20.295238095238094
2017,MLI,MRT,7,32,19,20.279870129870133
2019,COG,UGA,6,43,14,20.234188034188033
2008,GEO,RUS,7,26,18,20.228571428571428
2017,NGA,YEM,7,16,34,20.228571428571428
2001,COG,ZMB,6,54,15,20.2
2009,LBN,PSE,8,24,22,20.123809523809523
2008,ITA,USA,10,20,20,20.0
2002,CUB,JPN,10,20,20,20.0
2003,IDN,JPN,10,20,20,20.0
2010,FRA,USA,10,20,20,20.0
2013,MAR,USA,10,20,20,20.0
2001,AUS,NZL,10,20,20,20.0
2002,MYS,PAK,10,20,20,20.0
2001,BEL,JPN,10,20,20,20.0
2014,FRA,RWA,10,20,20,20.0
2002,MAR,PAK,10,20,20,20.0
2000,AUS,NZL,10,20,20,20.0
2002,CUB,PAK,10,20,20,20.0
2017,JPN,UKR,10,20,20,20.0
2013,MAR,RWA,10,20,20,20.0
2008,HRV,ITA,10,20,20,20.0
2013,KOR,USA,10,20,20,20.0
2002,JPN,TUR,10,20,20,20.0
2003,BRA,JPN,10,20,20,20.0
2002,CUB,ISR,9,18,25,19.91111111111111
1995,HRV,MNE,7,35,18,19.828571428571426
2015,IRN,YEM,6,44,20,19.825515660809778
2019,BEL,DEU,8,21,20,19.816666666666666
1998,ISR,PSE,6,37,17,19.80734265734266
2002,IDN,MYS,9,19,21,19.75
2000,BIH,HRV,8,28,20,19.666666666666664
2015,ISR,NZL,6,46,13,19.66591970121382
1997,ALB,MKD,6,27,18,19.635714285714286
2015,GIN,SLE,8,19,21,19.628571428571426
2013,IRN,YEM,5,92,11,19.592784992784992
2003,ISR,SYR,7,35,17,19.517460317460316
2009,TUR,USA,9,18,24,19.511111111111113
2004,BDI,RWA,6,28,21,19.481349206349208
2001,EGY,MYS,9,20,20,19.46666666666667
2002,CAN,ZAF,9,20,20,19.466666666666665
1998,IRQ,KWT,7,42,15,19.402427637721757
2017,ITA,USA,9,19,20,19.4
2002,MAR,ZAF,9,19,20,19.4
2000,NOR,PRT,9,19,20,19.4
2000,PAK,PRT,9,19,20,19.4
2019,DEU,FRA,9,20,19,19.4
2003,CIV,LBR,5,23,34,19.391269841269843
2007,IRQ,USA,6,49,14,19.345543345543344
2005,ISR,LBN,6,38,15,19.25
2019,LBY,SDN,7,16,31,19.23939393939394
2002,DZA,TUN,9,19,20,19.200000000000003
2004,COD,COG,5,12,52,19.19067599067599
2006,BDI,SDN,7,19,21,19.16190476190476
2013,LBN,USA,8,20,20,19.16190476190476
2019,IRN,TUR,7,20,20,19.133333333333333
2002,ESP,ZAF,9,18,21,19.066666666666666
2010,LBN,USA,8,18,21,19.066666666666666
2017,FRA,ITA,9,19,19,19.0
1995,EGY,MYS,9,19,19,19.0
1999,EGY,JPN,9,19,19,19.0
1995,EGY,TUR,9,19,19,19.0
2003,AUS,NZL,9,19,19,19.0
2000,BDI,RWA,6,14,41,18.992592592592594
2019,USA,YEM,8,19,20,18.866666666666667
2002,AGO,CAF,6,13,40,18.863003663003663
2007,LBR,SLE,6,15,36,18.83896103896104
2018,FRA,NLD,8,19,20,18.816666666666666
2002,MAR,TUN,9,19,19,18.8
2002,ESP,TUN,9,18,20,18.8
2002,ISR,MYS,9,20,18,18.799999999999997
2002,AUS,IDN,9,19,19,18.799999999999997
2012,IRQ,LBN,8,17,23,18.799999999999997
2002,MYS,PSE,7,14,29,18.780952380952378
2019,NIC,USA,4,13,57,18.773593073593073
2011,CAF,SSD,6,29,16,18.741666666666667
2001,BEL,EGY,9,18,20,18.666666666666668
2015,MLI,SOM,7,32,15,18.65714285714286
2016,COG,UGA,4,52,12,18.65281385281385
2011,CIV,LBY,7,15,26,18.58095238095238
1995,AGO,ZAF,6,53,13,18.457142857142856
2011,NGA,USA,8,18,19,18.444444444444443
2014,NGA,USA,9,19,18,18.4
2002,EGY,UKR,9,19,18,18.4
1999,IDN,NZL,9,19,18,18.4
2006,AUS,NZL,6,19,18,18.4
2002,ESP,MAR,9,18,19,18.4
2012,USA,ZAF,9,19,18,18.4
1999,FIN,NOR,9,19,18,18.4
2002,IND,TUN,9,18,19,18.4
2002,CAN,MAR,9,18,19,18.4
1999,FIN,JPN,9,19,18,18.4
2002,DZA,EGY,9,19,18,18.4
1999,JPN,NOR,9,19,18,18.4
2016,IRQ,RUS,8,19,20,18.323809523809526
2006,AUS,TLS,5,12,48,18.314485514485515
2016,CAF,COG,7,17,22,18.228571428571428
2016,KEN,SOM,4,15,25,18.2015873015873
2008,EGY,ISR,6,14,46,18.166666666666668
2017,RUS,USA,7,16,24,18.13968253968254
2000,UGA,ZWE,6,33,15,18.12
2002,SLE,SOM,6,18,40,18.11264367816092
2015,CAF,SOM,7,22,16,18.095238095238095
1996,CAN,HTI,5,14,34,18.07142857142857
2006,BDI,UGA,7,18,19,18.066666666666666
2002,DZA,ZAF,8,17,20,18.066666666666666
2006,COG,GTM,6,50,13,18.03238095238095
2017,ITA,JPN,9,18,18,18.0
2011,GAB,USA,9,18,18,18.0
2012,PRT,USA,9,18,18,18.0
2002,ESP,MYS,9,18,18,18.0
2003,EGY,JPN,9,18,18,18.0
2008,HRV,USA,9,18,18,18.0
2002,AUS,UKR,9,18,18,18.0
2011,FRA,GAB,9,18,18,18.0
2002,CHL,EGY,9,18,18,18.0
2002,JPN,NZL,9,18,18,18.0
2003,GRC,JPN,9,18,18,18.0
2000,IDN,JPN,9,18,18,18.0
2002,CUB,ESP,9,18,18,18.0
2002,EGY,IDN,9,18,18,18.0
2013,FRA,MAR,9,18,18,18.0
2012,DEU,ZAF,9,18,18,18.0
2002,IND,UKR,9,18,18,18.0
2008,BEL,ITA,9,18,18,18.0
2013,KOR,LUX,9,18,18,18.0
2002,CAN,ESP,9,18,18,18.0
2001,JPN,ZAF,9,18,18,18.0
2017,IRQ,LBN,7,18,20,18.0
2017,FRA,JPN,9,18,18,18.0
2002,CUB,IND,9,18,18,18.0
2002,CAN,EGY,9,18,18,18.0
2013,AUS,KOR,9,18,18,18.0
2000,JPN,NZL,9,18,18,18.0
2002,IND,MYS,9,18,18,18.0
1999,COG,TZA,7,27,16,17.996536796536798
2018,KWT,MMR,6,15,26,17.980952380952385
2015,QAT,TUR,5,16,23,17.963924963924967
1998,NLD,USA,5,18,19,17.941666666666666
2012,IRQ,TUR,8,18,18,17.8
2019,ESH,MAR,5,31,13,17.74141414141414
2017,FRA,IRQ,7,16,24,17.695238095238096
2003,GRC,ZAF,8,18,19,17.65714285714286
2012,IRN,ISR,5,18,20,17.64090909090909
2009,BDI,SOM,6,14,29,17.622222222222224
2015,ISR,LBY,6,24,15,17.5
2002,UKR,ZAF,8,16,20,17.466666666666665
2019,IRQ,LBY,7,16,21,17.444444444444443
2011,FRA,NGA,8,17,18,17.42857142857143
2009,KEN,SOM,5,12,38,17.42690058479532
2002,SDN,ZAF,8,18,17,17.4
1997,BIH,USA,5,47,12,17.38095238095238
2017,FRA,TUR,8,18,18,17.333333333333332
2013,COG,USA,6,50,12,17.30793650793651
2001,AFG,SOM,4,12,45,17.26666666666667
2019,FRA,MLI,6,13,33,17.2
1996,EGY,UGA,3,23,16,17.18796992481203
2015,RWA,UGA,4,21,16,17.163636363636364
2015,LBN,TUR,6,16,24,17.123809523809523
2002,SDN,SOM,4,21,15,17.114285714285714
2001,PSE,USA,4,18,18,17.105555555555554
2000,LBR,SLE,4,13,27,17.1
2001,COG,TZA,4,50,12,17.074747474747472
2014,SSD,UKR,6,18,17,17.073015873015873
2001,CAN,EGY,8,17,18,17.066666666666666
2002,EGY,IRQ,8,17,18,17.066666666666666
2002,TUR,ZAF,8,16,19,17.066666666666666
2001,BDI,ZAF,5,29,15,17.053140096618357
2003,IRQ,TLS,5,28,13,17.02987012987013
2005,ARG,HTI,5,10,59,17.0
2015,DEU,UKR,6,13,32,17.0
2011,LBN,USA,8,20,16,17.0
2000,JPN,PAK,8,17,17,17.0
2016,JPN,NZL,8,17,17,17.0
2016,NZL,USA,8,17,17,17.0
2016,NZL,UKR,8,17,17,17.0
1999,IND,UKR,8,17,17,17.0
1995,MYS,TUR,8,17,17,17.0
2015,COG,LBR,3,21,15,16.992592592592594
2014,IRN,LBN,5,34,12,16.96892911010558
2004,CIV,GIN,6,18,17,16.93968253968254
2000,RWA,ZAF,4,38,12,16.90185676392573
2014,CAF,LBR,7,18,17,16.866666666666667
2003,EGY,ZAF,8,16,19,16.857142857142858
2003,JPN,ZAF,8,16,19,16.857142857142858
2003,BRA,ZAF,8,16,19,16.857142857142858
2015,IRN,SAU,6,18,18,16.835714285714285
2008,IRN,USA,4,75,10,16.828342245989305
2015,FRA,IRQ,7,16,19,16.816666666666666
2002,AFG,PAK,6,36,12,16.8015873015873
2003,AUS,IDN,8,17,17,16.8
1999,AUS,IDN,8,17,17,16.8
1997,GHA,SLE,3,10,53,16.771929824561404
2015,CHE,YEM,4,12,33,16.750683526999318
2014,LBY,UKR,6,17,19,16.75
2019,CHN,RUS,3,15,19,16.737662337662336
2014,EGY,PSE,7,14,23,16.733333333333334
2018,LBN,PSE,7,17,19,16.723809523809525
2002,PSE,SDN,6,25,13,16.714285714285715
2001,AGO,NAM,5,17,19,16.69047619047619
2017,LBN,YEM,6,15,23,16.687445887445886
2014,IRQ,SSD,7,16,19,16.685714285714287
2016,BDI,SOM,5,18,16,16.675
2002,IRQ,MAR,8,18,16,16.666666666666668
2017,NGA,SOM,6,14,22,16.666666666666668
2006,SVK,USA,8,16,18,16.666666666666668
2003,COL,JPN,8,18,16,16.666666666666664
2002,CAN,MYS,8,18,16,16.666666666666664
2002,CAN,UKR,8,18,16,16.666666666666664
2007,BDI,ZAF,4,28,12,16.614285714285714
2011,ISR,LBY,7,20,17,16.577777777777776
2008,DJI,ETH,3,35,11,16.563636363636363
2006,JPN,USA,5,16,18,16.533333333333335
1999,FIN,PRT,7,15,19,16.495238095238093
2003,GIN,SLE,6,16,17,16.42857142857143
2013,LUX,RWA,8,16,17,16.4
2002,CUB,MAR,8,16,17,16.4
2002,TUN,TUR,8,17,16,16.4
2002,IND,MAR,8,16,17,16.4
2016,ESP,NZL,8,16,17,16.4
2002,IND,ISR,8,16,17,16.4
1999,FIN,NZL,8,17,16,16.4
2014,JOR,USA,8,16,17,16.4
2001,AUS,CAN,8,16,17,16.4
1999,FIN,IDN,8,17,16,16.4
2000,NZL,PRT,8,16,17,16.4
2011,FRA,RUS,8,16,17,16.4
1999,AUS,NZL,8,17,16,16.4
2002,EGY,TUR,8,17,16,16.4
2016,ESP,UKR,8,17,16,16.4
2002,CUB,DZA,8,16,17,16.4
2008,BEL,USA,8,16,17,16.4
2000,SLE,SOM,4,28,12,16.39393939393939
1999,COG,ZMB,6,33,13,16.386554621848738
2009,COL,USA,2,32,11,16.36842105263158
2000,UGA,ZAF,4,28,13,16.333333333333336
2004,KEN,SOM,5,10,57,16.288888888888888
1997,DEU,MKD,6,16,17,16.257142857142856
2000,BDI,UGA,5,12,34,16.243809523809524
2019,BDI,CAF,6,25,15,16.228571428571428
1995,BDI,RWA,5,18,24,16.201298701298704
2017,FRA,ISR,7,14,29,16.19607843137255
1997,ISR,PSE,6,24,17,16.19047619047619
2014,ISR,JOR,6,30,13,16.19047619047619
2014,IRQ,TUR,6,26,14,16.183838383838385
2012,LBR,SLE,6,15,23,16.152380952380952
1999,ERI,ETH,6,15,18,16.095238095238095
2017,NGA,SSD,6,14,22,16.085714285714285
2009,DJI,ERI,6,15,24,16.075000000000003
2012,ISR,TUN,6,30,13,16.072727272727274
2002,AGO,BDI,7,15,18,16.066666666666666
1995,ARE,ISR,4,15,18,16.063865546218487
2001,RWA,ZAF,6,18,16,16.00714285714286
2003,COG,UGA,4,42,10,16.00134952766532
2002,CAN,CHL,8,16,16,16.0
2001,BEL,CAN,8,16,16,16.0
2002,CAN,TUR,8,16,16,16.0
2001,IDN,JPN,8,16,16,16.0
2003,JPN,NZL,8,16,16,16.0
2001,JPN,PAK,8,16,16,16.0
2002,ESP,IND,8,16,16,16.0
2002,CHL,IDN,8,16,16,16.0
2002,MYS,UKR,8,16,16,16.0
2002,IND,TUR,8,16,16,16.0
2002,AUS,NZL,8,16,16,16.0
2002,CHL,UKR,8,16,16,16.0
2001,BRA,CAN,8,16,16,16.0
2014,FRA,JOR,8,16,16,16.0
2013,LUX,MAR,8,16,16,16.0
2014,JOR,LUX,8,16,16,16.0
2017,ISR,TUR,7,16,16,16.0
2001,EGY,PAK,8,16,16,16.0
2002,ESP,TUR,8,16,16,16.0
2013,AUS,MAR,8,16,16,16.0
1999,EGY,NOR,8,16,16,16.0
2002,MYS,TUR,8,16,16,16.0
2002,AUS,CHL,8,16,16,16.0
2003,CAN,JPN,8,16,16,16.0
2002,DZA,PAK,8,16,16,16.0
2008,BEL,HRV,8,16,16,16.0
2018,FRA,SWE,7,22,14,16.0
2006,FRA,SVK,8,16,16,16.0
2001,IND,JPN,8,16,16,16.0
2000,COG,MOZ,5,57,10,15.97748917748918
2018,SWE,USA,7,14,23,15.93939393939394
2015,PSE,USA,5,24,13,15.933333333333334
2002,ETH,SOM,6,14,21,15.923809523809524
2002,JPN,PSE,6,12,24,15.923809523809524
2015,QAT,SAU,5,16,16,15.873015873015873
2019,SYR,USA,7,16,17,15.866666666666667
1995,EGY,JPN,7,15,18,15.857142857142858
2003,AFG,TLS,6,17,15,15.854545454545455
1999,BLR,UKR,7,16,16,15.82857142857143
1997,ARG,CAN,7,16,16,15.8
2008,COD,RWA,6,16,17,15.8
2015,IRN,ISR,6,12,32,15.784615384615385
2001,BDI,NAM,6,16,17,15.757575757575758
2001,AFG,PAK,5,45,10,15.735472370766491
1999,NZL,PRT,7,14,19,15.733333333333333
2009,COG,RWA,4,22,13,15.718253968253968
2019,COG,RWA,5,31,11,15.685714285714287
2009,SOM,USA,5,25,15,15.67936507936508
2018,IRN,SWE,5,20,14,15.673015873015874
1998,BIH,DEU,5,16,16,15.673015873015872
2006,FRA,LBN,7,14,19,15.657142857142858
2016,AFG,IRQ,5,51,13,15.61531100478469
2002,RWA,ZAF,6,21,14,15.600000000000001
2000,COG,ZWE,4,48,10,15.590675990675992
2016,IRN,YEM,5,29,12,15.562393162393162
2017,PSE,YEM,6,15,17,15.55
2017,IRN,IRQ,6,27,12,15.529870129870131
2010,AFG,TLS,6,15,20,15.523809523809524
2002,ERI,SLE,6,14,18,15.466666666666667
2012,IRQ,JOR,7,15,17,15.466666666666667
2011,KWT,USA,3,21,14,15.45
2011,SDN,SOM,6,16,15,15.444444444444445
1998,ARG,CAN,7,16,15,15.428571428571429
2016,RUS,USA,7,14,19,15.4
2018,IRQ,TUR,7,14,19,15.4
2014,SDN,USA,7,16,15,15.4
2001,CAN,MYS,7,15,16,15.4
2001,AUS,IDN,7,14,23,15.384615384615385
2015,ISR,SAU,3,19,13,15.356521739130436
2017,AUT,UKR,7,14,18,15.333333333333332
2017,LBY,USA,5,12,22,15.333333333333332
2017,EGY,ISR,5,11,30,15.323809523809524
2005,COG,SDN,6,14,19,15.323809523809524
2017,ISR,JOR,5,28,11,15.31825396825397
2019,ARE,SAU,5,13,21,15.311111111111112
2003,IRQ,ZAF,5,48,13,15.284656084656087
2017,EGY,HTI,5,10,37,15.278787878787881
2002,MYS,THA,7,18,14,15.257142857142858
2004,IRQ,USA,4,38,14,15.241269841269842
2010,AFG,PAK,4,56,9,15.235264735264737
2014,IRQ,SAU,4,31,11,15.232085561497325
2005,LBN,USA,6,17,15,15.216666666666667
2001,DJI,SOM,4,9,57,15.20673076923077
2010,AFG,USA,4,65,9,15.175886182782735
2018,BDI,CAF,5,11,29,15.172727272727274
2013,AFG,USA,4,51,16,15.15738335738336
2014,RWA,UGA,3,25,11,15.146666666666667
2015,CAF,UKR,6,16,16,15.133333333333333
2002,AFG,TUR,5,49,10,15.101587301587301
2005,LBR,SLE,5,15,20,15.101298701298703
2009,EGY,LBN,6,13,22,15.101298701298703
2011,KEN,SOM,3,11,33,15.1010101010101
2010,AFG,CAN,1,18,13,15.096774193548388
2011,ERI,SOM,4,34,10,15.094949494949496
2010,BRA,USA,6,14,17,15.09090909090909
1996,AGO,KHM,5,21,13,15.08968253968254
2002,IRQ,TUN,7,16,15,15.066666666666666
2002,CHL,ZAF,7,14,17,15.066666666666666
2003,COG,SLE,5,22,13,15.034920634920635
2002,COD,COG,4,9,71,15.025837320574162
1995,EGY,PAK,7,15,15,15.0
2001,ARG,CAN,7,15,15,15.0
2017,EST,LVA,7,15,15,15.0
2016,MYS,UKR,7,15,15,15.0
2016,JPN,MYS,7,15,15,15.0
1999,AUS,FIN,7,15,15,15.0
1999,JPN,UKR,7,15,15,15.0
2002,DZA,MAR,7,15,15,15.0
2015,FRA,MYS,7,15,15,15.0
2000,NOR,PAK,7,15,15,15.0
2000,AUT,PAK,7,15,15,15.0
2015,IRQ,NGA,7,15,15,15.0
1995,MYS,PAK,7,15,15,15.0
1996,LBN,PSE,5,27,14,14.995238095238095
2016,IRQ,LBN,6,16,17,14.99047619047619
1995,BIH,TUR,6,21,12,14.99047619047619
2015,FRA,ISR,6,12,29,14.977777777777778
2018,ISR,TUR,5,16,16,14.933333333333332
1996,AGO,GIN,3,30,10,14.899999999999999
2003,CAN,ZAF,7,14,17,14.857142857142858
1995,BIH,USA,5,18,16,14.857142857142858
2018,FRA,ISR,5,17,15,14.833333333333332
2016,IRN,PSE,6,16,14,14.82857142857143
2016,FRA,TUR,6,22,14,14.813186813186814
2013,RUS,USA,7,14,16,14.8
2002,SDN,TUN,7,15,15,14.8
2001,IND,MYS,7,14,16,14.8
2002,ISR,TUR,7,16,14,14.8
2001,MYS,ZAF,7,16,14,14.8
2001,MYS,NZL,7,16,14,14.8
2002,IDN,THA,7,16,14,14.8
2005,ROU,USA,7,14,16,14.8
2015,AUS,UKR,5,12,22,14.792207792207792
2018,BIH,HRV,3,27,13,14.790950226244343
2004,ISR,USA,5,27,12,14.746031746031745
2017,COG,UGA,4,44,10,14.736263736263735
2019,BDI,UGA,5,48,10,14.709106098579783
1997,DEU,TUR,6,16,14,14.666666666666666
2010,FRA,JPN,7,14,16,14.666666666666666
2002,CUB,IRQ,7,14,16,14.666666666666666
2003,COL,GRC,7,16,14,14.666666666666666
2002,CAN,NZL,7,16,14,14.666666666666666
2002,IRQ,PAK,7,16,14,14.666666666666666
2019,BIH,SRB,4,12,20,14.62857142857143
2016,SOM,YEM,4,26,11,14.608333333333334
2014,AFG,CAF,6,12,20,14.59047619047619
2008,COG,SDN,5,23,14,14.57857142857143
2018,UKR,USA,4,42,13,14.552380952380952
2017,CAF,SDN,3,25,11,14.549122807017543
1995,ISR,USA,3,33,10,14.512207792207791
2013,CAF,MLI,6,19,13,14.511111111111111
2002,COG,ETH,6,17,13,14.495238095238095
1999,AUS,PRT,6,13,17,14.495238095238095
2014,GEO,UKR,6,13,17,14.495238095238095
2019,CAF,ZAF,5,33,10,14.485714285714288
2017,IRN,SAU,4,26,11,14.466666666666667
1997,AGO,GIN,2,29,10,14.461538461538462
1995,IRQ,KWT,3,31,10,14.441176470588236
2015,SAU,YEM,5,12,35,14.424649859943978
2019,IRQ,TUR,4,13,18,14.406926406926406
2015,NZL,PSE,5,10,31,14.402597402597404
2013,AUS,RWA,7,14,15,14.4
1999,EGY,UKR,7,15,14,14.4
2002,MYS,SDN,7,14,15,14.4
1998,DEU,USA,6,18,12,14.4
2001,ARG,EGY,7,15,14,14.4
2000,BGR,PRT,6,14,15,14.4
2003,CAN,GRC,7,14,15,14.4
2002,MAR,MYS,7,15,14,14.4
2002,PAK,SDN,7,14,15,14.4
1999,NOR,UKR,7,14,15,14.4
2009,FRA,HRV,7,15,14,14.4
2001,NAM,ZWE,7,14,15,14.4
2002,DZA,ESP,7,15,14,14.4
2002,DZA,IND,7,15,14,14.4
2001,ARG,JPN,7,15,14,14.4
2002,DZA,MYS,7,15,14,14.4
2013,KOR,RWA,7,14,15,14.4
2009,FRA,TUR,7,15,14,14.4
2003,AUS,FJI,7,15,14,14.4
2003,BRA,GRC,7,14,15,14.4
2001,CAN,IND,7,15,14,14.4
2002,CUB,SAU,7,14,15,14.4
1997,ARG,BRA,7,14,15,14.4
2002,ISR,MAR,7,15,14,14.4
2002,AUS,EGY,7,14,15,14.4
2013,FRA,RWA,7,14,15,14.4
2002,CUB,SDN,7,14,15,14.4
2002,IDN,PHL,7,15,14,14.4
2000,EGY,ZAF,7,14,15,14.4
2001,CAN,ZAF,7,15,14,14.4
2001,CAN,PAK,7,15,14,14.4
2002,IDN,ZAF,7,14,15,14.4
2001,CAN,NZL,7,15,14,14.4
2006,CIV,SLE,6,12,19,14.399999999999999
2014,MLI,PAK,6,19,12,14.399999999999999
2009,IRQ,USA,5,46,10,14.398268398268398
2001,COG,SGP,4,18,12,14.383333333333335
1998,BIH,ITA,5,16,14,14.37857142857143
2016,LBY,SOM,6,13,18,14.363636363636363
2019,EGY,LBN,5,13,21,14.348717948717947
2000,GIN,SLE,3,16,13,14.3
2002,KWT,PSE,5,12,20,14.285714285714285
2016,JOR,TUR,5,14,15,14.273015873015874
2002,BDI,SLE,5,12,19,14.266666666666667
2003,SLE,TLS,5,16,13,14.233333333333334
2008,ERI,ETH,4,30,11,14.228571428571428
2019,RUS,USA,6,12,22,14.222222222222221
2010,TUR,USA,6,13,17,14.2
1999,BHR,SLE,4,10,26,14.178571428571429
2011,BIH,USA,6,14,15,14.15
1996,CAN,IRL,6,15,14,14.15
1995,AGO,MOZ,4,36,17,14.142857142857142
2002,KWT,ZAF,6,14,15,14.095238095238095
2015,LBY,MLI,6,13,16,14.066666666666666
2011,SOM,TZA,4,24,10,14.057142857142857
2017,FRA,LBY,5,12,22,14.05079365079365
2002,PSE,SAU,5,20,11,14.019047619047619
2015,AGO,FRA,7,14,14,14.0
2014,LTU,NGA,7,14,14,14.0
2015,DEU,FRA,6,14,14,14.0
1999,IDN,JPN,7,14,14,14.0
1999,EGY,ZAF,7,14,14,14.0
2011,FRA,LBN,7,14,14,14.0
2015,ESP,NZL,6,14,14,14.0
2011,RUS,USA,7,14,14,14.0
1999,FIN,ZAF,7,14,14,14.0
2003,EGY,IDN,7,14,14,14.0
2000,AUS,PRT,7,14,14,14.0
2002,AUS,PAK,7,14,14,14.0
2003,EGY,GRC,7,14,14,14.0
1996,MYS,TUN,7,14,14,14.0
2000,PRT,ZAF,7,14,14,14.0
2001,EGY,ZAF,7,14,14,14.0
2014,KOR,LTU,7,14,14,14.0
2014,JOR,KOR,7,14,14,14.0
2001,EGY,SWE,7,14,14,14.0
2001,EGY,IND,7,14,14,14.0
2017,AUT,NLD,7,14,14,14.0
2002,AUS,IND,7,14,14,14.0
1999,JPN,NZL,7,14,14,14.0
2014,RWA,USA,7,14,14,14.0
2001,NZL,SWE,7,14,14,14.0
2003,BRA,EGY,7,14,14,14.0
2003,BRA,CAN,7,14,14,14.0
2002,ZAF,ZWE,3,13,16,14.0
2018,KWT,SWE,7,14,14,14.0
2000,EGY,PRT,7,14,14,14.0
2014,AUS,KOR,7,14,14,14.0
2003,ARG,AUS,7,14,14,14.0
2003,ARG,CAN,7,14,14,14.0
2002,CRI,UKR,7,14,14,14.0
2002,CRI,JPN,7,14,14,14.0
2002,CRI,IND,7,14,14,14.0
2003,ARG,JPN,7,14,14,14.0
2014,CAF,YEM,6,16,13,14.0
2002,AUS,CAN,7,14,14,14.0
2002,CHL,PAK,7,14,14,14.0
2007,FRA,USA,7,14,14,14.0
2003,AUS,BRA,7,14,14,14.0
1996,DZA,TUN,7,14,14,14.0
2003,IND,JPN,7,14,14,14.0
2001,BRA,JPN,7,14,14,14.0
2018,KWT,USA,6,16,13,14.0
2002,CAN,ISR,7,14,14,14.0
2003,BRA,IDN,7,14,14,14.0
2000,DEU,ITA,6,14,14,14.0
2000,BRA,JPN,7,14,14,14.0
2000,BRA,NOR,7,14,14,14.0
1999,JPN,ZAF,7,14,14,14.0
1999,EGY,FIN,7,14,14,14.0
2014,FRA,TCD,7,14,14,14.0
2014,NGA,TCD,7,14,14,14.0
2000,JPN,ZAF,7,14,14,14.0
2000,AUS,JPN,7,14,14,14.0
2000,AUS,IDN,7,14,14,14.0
2016,ESP,JPN,7,14,14,14.0
2003,CAN,EGY,7,14,14,14.0
2014,LUX,RWA,7,14,14,14.0
2002,PAK,UKR,7,14,14,14.0
2002,BRA,JPN,7,14,14,14.0
2012,MAR,PRT,7,14,14,14.0
2002,BRA,MYS,7,14,14,14.0
2003,JPN,PHL,7,14,14,14.0
2013,FRA,KOR,7,14,14,14.0
2002,CUB,TUR,7,14,14,14.0
1997,AGO,COG,5,28,10,13.996536796536798
1996,AFG,ETH,4,9,41,13.98611111111111
2005,ISR,PSE,3,34,9,13.966666666666665
2018,FRA,LBY,4,17,12,13.955555555555556
2003,IRQ,TUR,5,34,10,13.947201336675022
2019,DEU,IRN,4,9,50,13.933333333333332
2019,IRN,PSE,6,17,13,13.923809523809524
2015,CAF,LBY,5,16,13,13.923809523809524
2014,BDI,SLE,5,12,17,13.911111111111111
2012,ETH,SOM,3,8,63,13.885521885521886
2010,SLE,TLS,4,18,12,13.875
2017,IRQ,KWT,4,35,9,13.866666666666667
2006,CIV,LBR,5,12,17,13.866666666666667
1995,CAN,JPN,6,13,16,13.857142857142858
1995,JPN,MYS,6,16,13,13.857142857142858
2014,BDI,CAF,5,14,14,13.857142857142858
1995,JPN,TUR,6,16,13,13.857142857142858
2001,NAM,ZAF,4,17,12,13.833333333333332
1999,RWA,SDN,5,15,13,13.833333333333332
2015,IRQ,UKR,6,14,14,13.8
1995,RUS,USA,6,12,18,13.8
2008,SOM,USA,5,35,11,13.79607843137255
2012,QAT,SAU,4,17,12,13.757575757575758
2012,DJI,SOM,4,8,54,13.740522875816993
2019,EGY,ISR,5,11,20,13.723809523809523
2017,KAZ,UKR,5,18,12,13.714285714285715
2014,DEU,UKR,5,10,31,13.701298701298702
2014,SDN,SSD,3,9,30,13.696969696969697
2016,RWA,UGA,4,16,12,13.68888888888889
2003,BDI,TZA,4,32,10,13.671957671957673
2002,IDN,IRQ,6,12,18,13.666666666666666
2019,BEL,KWT,6,15,13,13.666666666666666
2010,COG,SDN,6,13,16,13.657142857142858
2019,LBN,USA,6,17,12,13.657142857142858
2015,EGY,LBN,6,12,17,13.657142857142857
2016,SAU,YEM,5,10,37,13.65128205128205
2008,GIN,SLE,4,12,17,13.644444444444446
1996,CAN,RWA,3,9,37,13.6375
2000,RWA,ZWE,4,31,10,13.614814814814816
1998,ITA,USA,6,16,12,13.6
2000,RWA,SOM,4,25,16,13.6
2001,AGO,UGA,4,13,16,13.595238095238095
2019,ETH,SSD,5,10,34,13.580693815987933
2015,UKR,YEM,5,12,18,13.55
2002,ESP,PSE,5,10,21,13.523809523809524
2009,ITA,USA,6,13,17,13.511111111111111
2015,SDN,SSD,5,13,28,13.502756892230577
