year,speaker_country,mentioned_country,n_meetings,n_speeches,n_mentions,avg_mention_speech,avg_mention_meeting,speaker_member,mentioned_member
2019,DOM,CRI,2,4,4,1.0,2.0,R,G
2019,DOM,CUB,3,7,7,1.0,2.333,R,G
2019,DOM,DEU,18,20,22,1.1,1.222,R,R
2019,DOM,DMA,1,2,2,1.0,2.0,R,G
2019,DOM,DOM,117,120,210,1.75,1.795,R,R
2019,DOM,DZA,2,3,3,1.0,1.5,R,G
2019,DOM,ECU,3,6,6,1.0,2.0,R,G
2019,DOM,EGY,2,3,3,1.0,1.5,R,G
2019,DOM,ERI,1,1,1,1.0,1.0,R,G
2019,DOM,ESH,2,2,6,3.0,3.0,R,G
2019,DOM,ESP,1,2,2,1.0,2.0,R,G
2019,DOM,EST,1,2,2,1.0,2.0,R,G
2019,DOM,ETH,5,5,6,1.2,1.2,R,G
2019,DOM,FIN,1,2,2,1.0,2.0,R,G
2019,DOM,FJI,1,2,2,1.0,2.0,R,G
2019,DOM,FRA,13,13,16,1.231,1.231,R,P
2019,DOM,FSM,1,1,1,1.0,1.0,R,G
2019,DOM,GEO,1,1,1,1.0,1.0,R,G
2019,DOM,GIN,1,1,4,4.0,4.0,R,G
2019,DOM,GNQ,8,9,9,1.0,1.125,R,R
2019,DOM,GRC,3,4,4,1.0,1.333,R,G
2019,DOM,GTM,2,3,3,1.0,1.5,R,G
2019,DOM,HND,2,3,3,1.0,1.5,R,G
2019,DOM,HTI,5,5,38,7.6,7.6,R,G
2019,DOM,HUN,1,1,1,1.0,1.0,R,G
2019,DOM,IDN,12,13,13,1.0,1.083,R,R
2019,DOM,IND,1,2,2,1.0,2.0,R,G
2019,DOM,IRL,1,2,2,1.0,2.0,R,G
2019,DOM,IRN,5,7,20,2.857,4.0,R,G
2019,DOM,IRQ,11,12,28,2.333,2.545,R,G
2019,DOM,ISR,10,13,18,1.385,1.8,R,G
2019,DOM,ITA,1,2,2,1.0,2.0,R,G
2019,DOM,JOR,2,3,3,1.0,1.5,R,G
2019,DOM,JPN,2,4,4,1.0,2.0,R,G
2019,DOM,KAZ,3,5,5,1.0,1.667,R,G
2019,DOM,KEN,2,3,3,1.0,1.5,R,G
2019,DOM,KOR,1,2,2,1.0,2.0,R,G
2019,DOM,KWT,15,15,18,1.2,1.2,R,R
2019,DOM,LBN,2,3,3,1.0,1.5,R,G
2019,DOM,LBR,1,1,1,1.0,1.0,R,G
2019,DOM,LBY,14,16,41,2.562,2.929,R,G
2019,DOM,LIE,2,2,2,1.0,1.0,R,G
2019,DOM,LKA,2,3,3,1.0,1.5,R,G
2019,DOM,LVA,1,2,2,1.0,2.0,R,G
2019,DOM,MAR,4,6,6,1.0,1.5,R,G
2019,DOM,MDG,1,1,1,1.0,1.0,R,G
2019,DOM,MDV,2,3,3,1.0,1.5,R,G
2019,DOM,MEX,2,4,4,1.0,2.0,R,G
2019,DOM,MLI,15,16,60,3.75,4.0,R,G
2019,DOM,MMR,2,2,7,3.5,3.5,R,G
2019,DOM,MNE,1,1,1,1.0,1.0,R,G
2019,DOM,MRT,1,1,1,1.0,1.0,R,G
2019,DOM,MUS,1,1,1,1.0,1.0,R,G
2019,DOM,MYS,1,2,2,1.0,2.0,R,G
2019,DOM,NAM,1,2,2,1.0,2.0,R,G
2019,DOM,NGA,2,2,2,1.0,1.0,R,G
2019,DOM,NIC,3,5,5,1.0,1.667,R,G
2019,DOM,NLD,4,5,5,1.0,1.25,R,G
2019,DOM,NOR,2,4,4,1.0,2.0,R,G
2019,DOM,NRU,1,2,2,1.0,2.0,R,G
2019,DOM,NZL,2,3,3,1.0,1.5,R,G
2019,DOM,PAK,3,5,5,1.0,1.667,R,G
2019,DOM,PAN,3,3,5,1.667,1.667,R,G
2019,DOM,PER,14,14,14,1.0,1.0,R,R
2019,DOM,PHL,2,3,3,1.0,1.5,R,G
2019,DOM,PNG,1,2,2,1.0,2.0,R,G
2019,DOM,POL,13,13,13,1.0,1.0,R,R
2019,DOM,PRK,1,1,1,1.0,1.0,R,G
2019,DOM,PRT,1,2,2,1.0,2.0,R,G
2019,DOM,PRY,1,2,2,1.0,2.0,R,G
2019,DOM,PSE,5,5,5,1.0,1.0,R,G
2019,DOM,QAT,5,7,7,1.0,1.4,R,G
2019,DOM,ROU,1,2,2,1.0,2.0,R,G
2019,DOM,RUS,8,12,13,1.083,1.625,R,P
2019,DOM,RWA,1,1,2,2.0,2.0,R,G
2019,DOM,SAU,3,4,4,1.0,1.333,R,G
2019,DOM,SDN,20,22,54,2.455,2.7,R,G
2019,DOM,SLV,2,3,3,1.0,1.5,R,G
2019,DOM,SOM,12,12,31,2.583,2.583,R,G
2019,DOM,SRB,6,6,7,1.167,1.167,R,G
2019,DOM,SSD,7,7,13,1.857,1.857,R,G
2019,DOM,SVK,2,3,3,1.0,1.5,R,G
2019,DOM,SWE,2,4,4,1.0,2.0,R,G
2019,DOM,SYR,14,16,23,1.438,1.643,R,G
2019,DOM,TCD,2,2,4,2.0,2.0,R,G
2019,DOM,TTO,2,3,3,1.0,1.5,R,G
2019,DOM,TUN,2,2,2,1.0,1.0,R,G
2019,DOM,TUR,7,9,10,1.111,1.429,R,G
2019,DOM,TUV,1,1,1,1.0,1.0,R,G
2019,DOM,UGA,1,1,2,2.0,2.0,R,G
2019,DOM,UKR,5,5,15,3.0,3.0,R,G
2019,DOM,URY,2,4,4,1.0,2.0,R,G
2019,DOM,USA,14,17,18,1.059,1.286,R,P
2019,DOM,UZB,1,2,2,1.0,2.0,R,G
2019,DOM,VEN,3,6,6,1.0,2.0,R,G
2019,DOM,VNM,2,4,4,1.0,2.0,R,G
2019,DOM,YEM,15,16,54,3.375,3.6,R,G
2019,DOM,ZAF,8,8,8,1.0,1.0,R,R
2019,DOM,ZMB,1,3,4,1.333,4.0,R,G
2019,DZA,CAN,1,1,2,2.0,2.0,G,G
2019,DZA,DZA,5,5,20,4.0,4.0,G,G
2019,DZA,GNQ,1,1,1,1.0,1.0,G,R
2019,DZA,IDN,1,1,2,2.0,2.0,G,R
2019,DZA,IRQ,1,1,1,1.0,1.0,G,G
2019,DZA,ISR,1,1,3,3.0,3.0,G,G
2019,DZA,RUS,1,1,1,1.0,1.0,G,P
2019,DZA,ZAF,1,1,1,1.0,1.0,G,R
2019,ECU,ARG,1,1,1,1.0,1.0,G,G
2019,ECU,BEL,1,1,1,1.0,1.0,G,R
2019,ECU,DEU,1,1,1,1.0,1.0,G,R
2019,ECU,DOM,3,3,5,1.667,1.667,G,R
2019,ECU,ECU,16,16,81,5.062,5.062,G,G
2019,ECU,EGY,1,1,1,1.0,1.0,G,G
2019,ECU,ESH,3,3,3,1.0,1.0,G,G
2019,ECU,FRA,1,1,1,1.0,1.0,G,P
2019,ECU,GNQ,1,1,1,1.0,1.0,G,R
2019,ECU,IDN,3,3,3,1.0,1.0,G,R
2019,ECU,ISR,4,4,13,3.25,3.25,G,G
2019,ECU,PER,2,2,2,1.0,1.0,G,R
2019,ECU,POL,1,1,1,1.0,1.0,G,R
2019,ECU,PSE,4,4,15,3.75,3.75,G,G
2019,ECU,ZAF,1,1,1,1.0,1.0,G,R
2019,EGY,AFG,1,1,11,11.0,11.0,G,G
2019,EGY,CAF,2,2,2,1.0,1.0,G,G
2019,EGY,CHN,1,1,1,1.0,1.0,G,P
2019,EGY,COG,1,1,1,1.0,1.0,G,G
2019,EGY,DEU,1,1,1,1.0,1.0,G,R
2019,EGY,DOM,1,1,1,1.0,1.0,G,R
2019,EGY,EGY,22,22,101,4.591,4.591,G,G
2019,EGY,ERI,1,1,1,1.0,1.0,G,G
2019,EGY,ETH,1,1,1,1.0,1.0,G,G
2019,EGY,FRA,1,1,1,1.0,1.0,G,P
2019,EGY,GNQ,2,2,2,1.0,1.0,G,R
2019,EGY,IDN,3,3,4,1.333,1.333,G,R
2019,EGY,ISR,3,3,7,2.333,2.333,G,G
2019,EGY,KWT,2,2,2,1.0,1.0,G,R
2019,EGY,LBY,2,2,3,1.5,1.5,G,G
2019,EGY,MDG,1,1,1,1.0,1.0,G,G
2019,EGY,MLI,1,1,2,2.0,2.0,G,G
2019,EGY,NZL,1,1,1,1.0,1.0,G,G
2019,EGY,PER,2,2,2,1.0,1.0,G,R
2019,EGY,POL,1,1,1,1.0,1.0,G,R
2019,EGY,PSE,1,1,1,1.0,1.0,G,G
2019,EGY,RUS,2,2,2,1.0,1.0,G,P
2019,EGY,SSD,1,1,1,1.0,1.0,G,G
2019,EGY,TUN,1,1,1,1.0,1.0,G,G
2019,EGY,USA,2,2,2,1.0,1.0,G,P
2019,EGY,ZAF,1,1,3,3.0,3.0,G,R
2019,ERI,DJI,1,1,1,1.0,1.0,G,G
2019,ERI,ERI,1,1,5,5.0,5.0,G,G
2019,ERI,ETH,1,1,2,2.0,2.0,G,G
2019,ERI,GNQ,1,1,2,2.0,2.0,G,R
2019,ERI,SOM,1,1,1,1.0,1.0,G,G
2019,ESP,AGO,1,1,1,1.0,1.0,G,G
2019,ESP,ARG,1,1,1,1.0,1.0,G,G
2019,ESP,DOM,1,1,2,2.0,2.0,G,R
2019,ESP,EGY,1,1,1,1.0,1.0,G,G
2019,ESP,ESP,7,7,49,7.0,7.0,G,G
2019,ESP,FIN,1,1,1,1.0,1.0,G,G
2019,ESP,GHA,1,1,1,1.0,1.0,G,G
2019,ESP,MYS,1,1,1,1.0,1.0,G,G
2019,ESP,NOR,1,1,1,1.0,1.0,G,G
2019,ESP,PER,1,1,1,1.0,1.0,G,R
2019,ESP,POL,1,1,1,1.0,1.0,G,R
2019,EST,CAF,1,1,1,1.0,1.0,G,G
2019,EST,CAN,1,1,1,1.0,1.0,G,G
2019,EST,CHE,1,1,1,1.0,1.0,G,G
2019,EST,DOM,1,1,1,1.0,1.0,G,R
2019,EST,EST,12,12,54,4.5,4.5,G,G
2019,EST,FRA,1,1,1,1.0,1.0,G,P
2019,EST,IDN,1,1,1,1.0,1.0,G,R
2019,EST,IRQ,3,3,3,1.0,1.0,G,G
2019,EST,KWT,1,1,1,1.0,1.0,G,R
2019,EST,LBY,1,1,1,1.0,1.0,G,G
2019,EST,LTU,2,2,5,2.5,2.5,G,G
2019,EST,LVA,2,2,4,2.0,2.0,G,G
2019,EST,NLD,1,1,1,1.0,1.0,G,G
2019,EST,PER,1,1,1,1.0,1.0,G,R
2019,ETH,BEL,1,1,1,1.0,1.0,G,R
2019,ETH,BFA,1,1,1,1.0,1.0,G,G
2019,ETH,CAN,1,1,1,1.0,1.0,G,G
2019,ETH,COG,1,1,1,1.0,1.0,G,G
2019,ETH,DEU,1,1,1,1.0,1.0,G,R
2019,ETH,DJI,1,1,1,1.0,1.0,G,G
2019,ETH,ERI,1,1,2,2.0,2.0,G,G
2019,ETH,ETH,9,9,48,5.333,5.333,G,G
2019,ETH,GNQ,1,1,1,1.0,1.0,G,R
2019,ETH,IDN,1,1,2,2.0,2.0,G,R
2019,ETH,KWT,1,1,1,1.0,1.0,G,R
2019,ETH,LKA,1,1,2,2.0,2.0,G,G
2019,ETH,NGA,1,1,1,1.0,1.0,G,G
2019,ETH,POL,1,1,2,2.0,2.0,G,R
2019,ETH,RUS,1,1,1,1.0,1.0,G,P
2019,ETH,SDN,1,1,2,2.0,2.0,G,G
2019,ETH,SOM,3,3,3,1.0,1.0,G,G
2019,ETH,SSD,2,2,2,1.0,1.0,G,G
2019,ETH,ZAF,1,1,1,1.0,1.0,G,R
2019,FIN,AUT,1,1,1,1.0,1.0,G,G
2019,FIN,BEL,1,1,1,1.0,1.0,G,R
2019,FIN,BGR,1,1,1,1.0,1.0,G,G
2019,FIN,CZE,1,1,1,1.0,1.0,G,G
2019,FIN,DEU,1,1,1,1.0,1.0,G,R
2019,FIN,DNK,2,2,2,1.0,1.0,G,G
2019,FIN,DOM,1,1,1,1.0,1.0,G,R
2019,FIN,EGY,1,1,1,1.0,1.0,G,G
2019,FIN,ESP,1,1,1,1.0,1.0,G,G
2019,FIN,EST,1,1,1,1.0,1.0,G,G
2019,FIN,FIN,3,3,10,3.333,3.333,G,G
2019,FIN,FRA,1,1,1,1.0,1.0,G,P
2019,FIN,GRC,1,1,1,1.0,1.0,G,G
2019,FIN,HRV,1,1,1,1.0,1.0,G,G
2019,FIN,IRL,1,1,1,1.0,1.0,G,G
2019,FIN,ISL,1,1,1,1.0,1.0,G,G
2019,FIN,ISR,1,1,10,10.0,10.0,G,G
2019,FIN,ITA,1,1,1,1.0,1.0,G,G
2019,FIN,LTU,1,1,1,1.0,1.0,G,G
2019,FIN,LUX,1,1,1,1.0,1.0,G,G
2019,FIN,LVA,1,1,1,1.0,1.0,G,G
2019,FIN,MLT,1,1,1,1.0,1.0,G,G
2019,FIN,NLD,1,1,1,1.0,1.0,G,G
2019,FIN,NOR,2,2,2,1.0,1.0,G,G
2019,FIN,POL,1,1,1,1.0,1.0,G,R
2019,FIN,PRT,1,1,1,1.0,1.0,G,G
2019,FIN,PSE,1,1,3,3.0,3.0,G,G
2019,FIN,ROU,1,1,1,1.0,1.0,G,G
2019,FIN,SVK,1,1,1,1.0,1.0,G,G
2019,FIN,SVN,1,1,1,1.0,1.0,G,G
2019,FIN,SWE,2,2,2,1.0,1.0,G,G
2019,FJI,AFG,1,1,1,1.0,1.0,G,G
2019,FJI,AUS,4,4,8,2.0,2.0,G,G
2019,FJI,BIH,1,1,1,1.0,1.0,G,G
2019,FJI,CHN,3,3,4,1.333,1.333,G,P
2019,FJI,DOM,1,1,1,1.0,1.0,G,R
2019,FJI,EGY,1,1,1,1.0,1.0,G,G
2019,FJI,FJI,8,8,49,6.125,6.125,G,G
2019,FJI,FRA,2,2,2,1.0,1.0,G,P
2019,FJI,IDN,2,2,2,1.0,1.0,G,R
2019,FJI,IRQ,2,2,2,1.0,1.0,G,G
2019,FJI,KWT,1,1,1,1.0,1.0,G,R
2019,FJI,LBN,2,2,2,1.0,1.0,G,G
2019,FJI,MYS,1,1,1,1.0,1.0,G,G
2019,FJI,NAM,1,1,1,1.0,1.0,G,G
2019,FJI,NZL,4,4,8,2.0,2.0,G,G
2019,FJI,PNG,1,1,1,1.0,1.0,G,G
2019,FJI,POL,1,1,1,1.0,1.0,G,R
2019,FJI,RWA,1,1,1,1.0,1.0,G,G
2019,FJI,SDN,2,2,3,1.5,1.5,G,G
2019,FJI,SOM,1,1,1,1.0,1.0,G,G
2019,FJI,SSD,2,2,2,1.0,1.0,G,G
2019,FJI,TLS,2,2,2,1.0,1.0,G,G
2019,FJI,USA,3,3,4,1.333,1.333,G,P
2019,FRA,AFG,16,20,63,3.15,3.938,P,G
2019,FRA,ARE,4,5,5,1.0,1.25,P,G
2019,FRA,ARM,1,1,1,1.0,1.0,P,G
2019,FRA,AUS,2,4,6,1.5,3.0,P,G
2019,FRA,AUT,1,1,2,2.0,2.0,P,G
2019,FRA,BDI,4,4,25,6.25,6.25,P,G
2019,FRA,BEL,17,17,19,1.118,1.118,P,R
2019,FRA,BFA,13,13,24,1.846,1.846,P,G
2019,FRA,BGD,2,3,6,2.0,3.0,P,G
2019,FRA,BGR,1,1,2,2.0,2.0,P,G
2019,FRA,BHR,3,4,4,1.0,1.333,P,G
2019,FRA,BIH,5,5,24,4.8,4.8,P,G
2019,FRA,BRA,2,3,3,1.0,1.5,P,G
2019,FRA,CAF,23,23,77,3.348,3.348,P,G
2019,FRA,CAN,3,4,5,1.25,1.667,P,G
2019,FRA,CHE,2,3,3,1.0,1.5,P,G
2019,FRA,CHN,7,7,7,1.0,1.0,P,P
2019,FRA,CIV,2,2,2,1.0,1.0,P,R
2019,FRA,CMR,5,5,8,1.6,1.6,P,G
2019,FRA,COD,4,4,5,1.25,1.25,P,G
2019,FRA,COG,20,23,71,3.087,3.55,P,G
2019,FRA,COL,8,9,22,2.444,2.75,P,G
2019,FRA,CRI,1,1,2,2.0,2.0,P,G
2019,FRA,CUB,1,2,2,1.0,2.0,P,G
2019,FRA,CZE,1,1,2,2.0,2.0,P,G
2019,FRA,DEU,49,53,67,1.264,1.367,P,R
2019,FRA,DJI,4,4,5,1.25,1.25,P,G
2019,FRA,DNK,1,1,1,1.0,1.0,P,G
2019,FRA,DOM,6,7,8,1.143,1.333,P,R
2019,FRA,DZA,3,3,5,1.667,1.667,P,G
2019,FRA,ECU,2,3,3,1.0,1.5,P,G
2019,FRA,EGY,9,10,12,1.2,1.333,P,G
2019,FRA,ERI,2,2,3,1.5,1.5,P,G
2019,FRA,ESH,2,2,3,1.5,1.5,P,G
2019,FRA,ESP,1,1,2,2.0,2.0,P,G
2019,FRA,EST,1,2,4,2.0,4.0,P,G
2019,FRA,ETH,5,6,7,1.167,1.4,P,G
2019,FRA,FRA,188,194,984,5.072,5.234,P,P
2019,FRA,GAB,1,1,2,2.0,2.0,P,G
2019,FRA,GEO,1,2,3,1.5,3.0,P,G
2019,FRA,GIN,3,3,9,3.0,3.0,P,G
2019,FRA,GMB,5,5,5,1.0,1.0,P,G
2019,FRA,GNB,1,1,1,1.0,1.0,P,G
2019,FRA,GNQ,10,10,14,1.4,1.4,P,R
2019,FRA,GRC,2,2,3,1.5,1.5,P,G
2019,FRA,GTM,1,2,2,1.0,2.0,P,G
2019,FRA,HRV,1,1,2,2.0,2.0,P,G
2019,FRA,HTI,5,5,26,5.2,5.2,P,G
2019,FRA,HUN,1,1,2,2.0,2.0,P,G
2019,FRA,IDN,14,16,19,1.188,1.357,P,R
2019,FRA,IND,1,2,2,1.0,2.0,P,G
2019,FRA,IRL,1,2,4,2.0,4.0,P,G
2019,FRA,IRN,9,10,35,3.5,3.889,P,G
2019,FRA,IRQ,18,19,60,3.158,3.333,P,G
2019,FRA,ISR,14,21,86,4.095,6.143,P,G
2019,FRA,ITA,1,2,3,1.5,3.0,P,G
2019,FRA,JAM,1,1,1,1.0,1.0,P,G
2019,FRA,JPN,3,4,5,1.25,1.667,P,G
2019,FRA,KAZ,1,2,3,1.5,3.0,P,G
2019,FRA,KEN,3,4,5,1.25,1.667,P,G
2019,FRA,KWT,20,20,27,1.35,1.35,P,R
2019,FRA,LBN,5,6,11,1.833,2.2,P,G
2019,FRA,LBR,5,5,5,1.0,1.0,P,G
2019,FRA,LBY,18,19,57,3.0,3.167,P,G
2019,FRA,LIE,1,1,1,1.0,1.0,P,G
2019,FRA,LKA,2,2,2,1.0,1.0,P,G
2019,FRA,LTU,1,2,3,1.5,3.0,P,G
2019,FRA,LVA,1,1,2,2.0,2.0,P,G
2019,FRA,MAR,5,6,10,1.667,2.0,P,G
2019,FRA,MCO,1,1,2,2.0,2.0,P,G
2019,FRA,MDG,5,5,5,1.0,1.0,P,G
2019,FRA,MEX,5,5,5,1.0,1.0,P,G
2019,FRA,MKD,2,2,3,1.5,1.5,P,G
2019,FRA,MLI,28,30,81,2.7,2.893,P,G
2019,FRA,MMR,1,1,1,1.0,1.0,P,G
2019,FRA,MNE,1,1,2,2.0,2.0,P,G
2019,FRA,MRT,2,2,4,2.0,2.0,P,G
2019,FRA,MYS,2,3,3,1.0,1.5,P,G
2019,FRA,NER,1,1,1,1.0,1.0,P,G
2019,FRA,NGA,4,4,4,1.0,1.0,P,G
2019,FRA,NLD,1,2,2,1.0,2.0,P,G
2019,FRA,NOR,1,2,3,1.5,3.0,P,G
2019,FRA,NZL,4,4,7,1.75,1.75,P,G
2019,FRA,PAK,1,2,2,1.0,2.0,P,G
2019,FRA,PAN,2,2,2,1.0,1.0,P,G
2019,FRA,PER,10,10,11,1.1,1.1,P,R
2019,FRA,PHL,1,1,3,3.0,3.0,P,G
2019,FRA,POL,10,10,11,1.1,1.1,P,R
2019,FRA,PRT,1,2,3,1.5,3.0,P,G
2019,FRA,PRY,1,1,1,1.0,1.0,P,G
2019,FRA,PSE,11,12,17,1.417,1.545,P,G
2019,FRA,QAT,3,5,5,1.0,1.667,P,G
2019,FRA,ROU,1,2,4,2.0,4.0,P,G
2019,FRA,RUS,7,8,8,1.0,1.143,P,P
2019,FRA,RWA,4,4,4,1.0,1.0,P,G
2019,FRA,SAU,4,5,7,1.4,1.75,P,G
2019,FRA,SDN,24,26,70,2.692,2.917,P,G
2019,FRA,SGP,1,2,3,1.5,3.0,P,G
2019,FRA,SLE,1,1,1,1.0,1.0,P,G
2019,FRA,SOM,8,9,21,2.333,2.625,P,G
2019,FRA,SRB,6,6,14,2.333,2.333,P,G
2019,FRA,SSD,12,14,22,1.571,1.833,P,G
2019,FRA,SVK,2,4,6,1.5,3.0,P,G
2019,FRA,SVN,1,2,4,2.0,4.0,P,G
2019,FRA,SWE,2,2,2,1.0,1.0,P,G
2019,FRA,SYR,10,15,16,1.067,1.6,P,G
2019,FRA,TCD,3,3,3,1.0,1.0,P,G
2019,FRA,TJK,1,1,1,1.0,1.0,P,G
2019,FRA,TUN,3,4,6,1.5,2.0,P,G
2019,FRA,TUR,13,14,19,1.357,1.462,P,G
2019,FRA,TZA,1,1,1,1.0,1.0,P,G
2019,FRA,UGA,1,1,1,1.0,1.0,P,G
2019,FRA,UKR,6,7,24,3.429,4.0,P,G
2019,FRA,USA,29,29,38,1.31,1.31,P,P
2019,FRA,VEN,1,2,2,1.0,2.0,P,G
2019,FRA,VNM,1,2,2,1.0,2.0,P,G
2019,FRA,YEM,16,16,37,2.312,2.312,P,G
2019,FRA,ZAF,11,14,15,1.071,1.364,P,R
2019,FRA,ZMB,1,1,1,1.0,1.0,P,G
2019,GAB,CAF,1,1,2,2.0,2.0,G,G
2019,GAB,DOM,1,1,1,1.0,1.0,G,R
2019,GAB,GAB,1,1,2,2.0,2.0,G,G
2019,GAB,GNQ,1,1,4,4.0,4.0,G,R
2019,GAB,RWA,1,1,1,1.0,1.0,G,G
2019,GBR,AFG,10,10,62,6.2,6.2,P,G
2019,GBR,AGO,1,1,1,1.0,1.0,P,G
2019,GBR,ARE,3,4,4,1.0,1.333,P,G
2019,GBR,ARM,2,2,2,1.0,1.0,P,G
2019,GBR,AUS,2,2,2,1.0,1.0,P,G
2019,GBR,AUT,1,1,1,1.0,1.0,P,G
2019,GBR,AZE,3,3,3,1.0,1.0,P,G
2019,GBR,BDI,8,8,42,5.25,5.25,P,G
2019,GBR,BEL,16,16,16,1.0,1.0,P,R
2019,GBR,BFA,4,5,6,1.2,1.5,P,G
2019,GBR,BGD,5,5,7,1.4,1.4,P,G
2019,GBR,BHR,4,4,4,1.0,1.0,P,G
2019,GBR,BIH,2,4,23,5.75,11.5,P,G
2019,GBR,BRA,2,3,3,1.0,1.5,P,G
2019,GBR,CAF,15,16,49,3.062,3.267,P,G
2019,GBR,CAN,3,3,3,1.0,1.0,P,G
2019,GBR,CHE,2,3,3,1.0,1.5,P,G
2019,GBR,CHN,11,11,12,1.091,1.091,P,P
2019,GBR,CIV,2,2,2,1.0,1.0,P,R
2019,GBR,CMR,10,10,21,2.1,2.1,P,G
2019,GBR,COD,5,5,5,1.0,1.0,P,G
2019,GBR,COG,15,16,43,2.688,2.867,P,G
2019,GBR,COL,5,5,16,3.2,3.2,P,G
2019,GBR,CRI,3,3,3,1.0,1.0,P,G
2019,GBR,CYP,1,1,1,1.0,1.0,P,G
2019,GBR,CZE,1,1,1,1.0,1.0,P,G
2019,GBR,DEU,37,40,52,1.3,1.405,P,R
2019,GBR,DJI,1,1,1,1.0,1.0,P,G
2019,GBR,DOM,7,7,7,1.0,1.0,P,R
2019,GBR,DZA,1,1,1,1.0,1.0,P,G
2019,GBR,ECU,3,3,3,1.0,1.0,P,G
2019,GBR,EGY,8,8,8,1.0,1.0,P,G
2019,GBR,ERI,1,1,2,2.0,2.0,P,G
2019,GBR,ESH,2,2,6,3.0,3.0,P,G
2019,GBR,ESP,1,1,1,1.0,1.0,P,G
2019,GBR,EST,3,3,3,1.0,1.0,P,G
2019,GBR,ETH,5,6,11,1.833,2.2,P,G
2019,GBR,FJI,1,1,1,1.0,1.0,P,G
2019,GBR,FRA,25,25,31,1.24,1.24,P,P
2019,GBR,GBR,2,2,2,1.0,1.0,P,P
2019,GBR,GEO,3,3,3,1.0,1.0,P,G
2019,GBR,GIN,2,2,16,8.0,8.0,P,G
2019,GBR,GMB,2,2,2,1.0,1.0,P,G
2019,GBR,GNB,1,1,1,1.0,1.0,P,G
2019,GBR,GNQ,13,13,14,1.077,1.077,P,R
2019,GBR,GRC,1,2,2,1.0,2.0,P,G
2019,GBR,GTM,1,2,2,1.0,2.0,P,G
2019,GBR,HRV,2,3,3,1.0,1.5,P,G
2019,GBR,HTI,2,2,12,6.0,6.0,P,G
2019,GBR,HUN,1,1,1,1.0,1.0,P,G
2019,GBR,IDN,8,8,10,1.25,1.25,P,R
2019,GBR,IND,3,3,3,1.0,1.0,P,G
2019,GBR,IRL,2,2,2,1.0,1.0,P,G
2019,GBR,IRN,12,12,62,5.167,5.167,P,G
2019,GBR,IRQ,14,16,61,3.812,4.357,P,G
2019,GBR,ISR,16,18,80,4.444,5.0,P,G
2019,GBR,ITA,1,2,2,1.0,2.0,P,G
2019,GBR,JOR,1,1,1,1.0,1.0,P,G
2019,GBR,JPN,2,3,3,1.0,1.5,P,G
2019,GBR,KAZ,2,2,2,1.0,1.0,P,G
2019,GBR,KEN,3,4,4,1.0,1.333,P,G
2019,GBR,KWT,24,24,28,1.167,1.167,P,R
2019,GBR,LBN,8,8,14,1.75,1.75,P,G
2019,GBR,LBR,2,2,2,1.0,1.0,P,G
2019,GBR,LBY,16,19,67,3.526,4.188,P,G
2019,GBR,LIE,1,1,1,1.0,1.0,P,G
2019,GBR,LKA,2,2,2,1.0,1.0,P,G
2019,GBR,MAR,5,5,5,1.0,1.0,P,G
2019,GBR,MEX,3,3,3,1.0,1.0,P,G
2019,GBR,MLI,15,16,46,2.875,3.067,P,G
2019,GBR,MLT,2,2,2,1.0,1.0,P,G
2019,GBR,MMR,6,6,14,2.333,2.333,P,G
2019,GBR,MNE,1,1,1,1.0,1.0,P,G
2019,GBR,MRT,1,1,1,1.0,1.0,P,G
2019,GBR,MWI,1,1,1,1.0,1.0,P,G
2019,GBR,NAM,1,2,2,1.0,2.0,P,G
2019,GBR,NER,5,5,5,1.0,1.0,P,G
2019,GBR,NGA,9,9,11,1.222,1.222,P,G
2019,GBR,NOR,2,3,3,1.0,1.5,P,G
2019,GBR,NPL,1,1,1,1.0,1.0,P,G
2019,GBR,PAK,2,4,4,1.0,2.0,P,G
2019,GBR,PAN,1,1,1,1.0,1.0,P,G
2019,GBR,PER,12,12,12,1.0,1.0,P,R
2019,GBR,PHL,3,3,3,1.0,1.0,P,G
2019,GBR,POL,11,11,12,1.091,1.091,P,R
2019,GBR,PRK,1,1,1,1.0,1.0,P,G
2019,GBR,PRT,2,3,3,1.0,1.5,P,G
2019,GBR,PSE,3,3,4,1.333,1.333,P,G
2019,GBR,QAT,3,3,3,1.0,1.0,P,G
2019,GBR,ROU,3,3,3,1.0,1.0,P,G
2019,GBR,RUS,15,17,18,1.059,1.2,P,P
2019,GBR,RWA,5,5,5,1.0,1.0,P,G
2019,GBR,SAU,8,8,15,1.875,1.875,P,G
2019,GBR,SDN,34,35,131,3.743,3.853,P,G
2019,GBR,SLE,2,2,2,1.0,1.0,P,G
2019,GBR,SLV,1,1,1,1.0,1.0,P,G
2019,GBR,SOM,14,17,59,3.471,4.214,P,G
2019,GBR,SRB,5,7,12,1.714,2.4,P,G
2019,GBR,SSD,15,15,43,2.867,2.867,P,G
2019,GBR,SVK,3,3,3,1.0,1.0,P,G
2019,GBR,SWE,2,2,2,1.0,1.0,P,G
2019,GBR,SYR,5,7,8,1.143,1.6,P,G
2019,GBR,TCD,6,6,6,1.0,1.0,P,G
2019,GBR,TUN,3,3,3,1.0,1.0,P,G
2019,GBR,TUR,12,12,13,1.083,1.083,P,G
2019,GBR,TZA,1,1,1,1.0,1.0,P,G
