country1,country2,n_speeches,freq1,freq2,score
BEL,KAZ,11,23,22,22.4
IRL,USA,11,23,22,22.4
IRL,MAR,11,23,22,22.4
EGY,TZA,11,23,22,22.4
FRA,LIE,11,23,22,22.4
CUB,ESP,11,22,23,22.4
BEL,IDN,11,22,23,22.4
COG,NLD,8,45,17,22.374314574314575
AFG,KGZ,7,31,20,22.37222222222222
FRA,IND,10,21,29,22.333333333333336
BRA,SDN,10,20,35,22.32941176470588
MLI,NER,9,33,19,22.266666666666662
IDN,QAT,10,23,22,22.228571428571428
ESP,RWA,9,19,45,22.2
MLI,SSD,10,23,23,22.133333333333333
NOR,SOM,9,18,62,22.12088285229202
NLD,SLE,9,19,40,22.114285714285714
HTI,SDN,9,25,21,22.114285714285714
SOM,TCD,7,27,22,22.08162393162393
ESP,MEX,10,21,24,22.066666666666666
ESP,JOR,10,21,24,22.066666666666663
CHE,MLT,11,22,22,22.0
NZL,THA,11,22,22,22.0
JOR,LUX,11,22,22,22.0
GAB,USA,11,22,22,22.0
DNK,MAR,11,22,22,22.0
AUT,CRI,11,22,22,22.0
MAR,POL,11,22,22,22.0
MAR,NLD,11,22,22,22.0
MAR,MRT,10,22,22,22.0
JOR,KOR,11,22,22,22.0
FIN,ZAF,11,22,22,22.0
ALB,AUS,11,22,22,22.0
KOR,LVA,11,22,22,22.0
GTM,PER,11,22,22,22.0
GEO,NOR,11,22,22,22.0
KAZ,NOR,11,22,22,22.0
AUS,KAZ,11,22,22,22.0
GEO,NZL,11,22,22,22.0
HUN,KOR,11,22,22,22.0
CRI,CZE,11,22,22,22.0
NOR,SGP,11,22,22,22.0
CRI,FIN,11,22,22,22.0
GTM,URY,11,22,22,22.0
MAR,NZL,11,22,22,22.0
MYS,SVN,11,22,22,22.0
CRI,ISR,11,22,22,22.0
AUS,SGP,11,22,22,22.0
ITA,MAR,11,22,22,22.0
CHE,HUN,11,22,22,22.0
AUS,THA,11,22,22,22.0
MKD,POL,11,22,22,22.0
KOR,ROU,11,22,22,22.0
CHL,SWE,11,22,22,22.0
ISR,MLT,11,22,22,22.0
PER,UKR,11,22,22,22.0
ISR,LIE,11,22,22,22.0
ESP,GEO,10,22,22,22.0
ISR,KOR,11,22,22,22.0
ALB,HRV,11,22,22,22.0
MLT,TUR,11,22,22,22.0
IRL,KOR,11,22,22,22.0
AUT,KOR,11,22,22,22.0
LUX,NGA,11,22,22,22.0
ISL,KOR,11,22,22,22.0
CZE,MAR,11,22,22,22.0
LIE,LTU,11,22,22,22.0
CHL,TUR,11,22,22,22.0
LIE,TUR,11,22,22,22.0
NOR,PSE,9,18,30,21.98095238095238
BEL,BIH,10,20,27,21.91111111111111
MLI,YEM,9,28,21,21.9012987012987
ARE,SDN,10,22,23,21.866666666666667
ARG,PSE,9,18,31,21.834920634920636
BRA,KWT,9,19,29,21.833333333333332
ALB,BIH,10,22,22,21.799999999999997
SLE,USA,8,33,26,21.746520146520147
BIH,CZE,10,25,20,21.733333333333334
BIH,GRC,10,23,21,21.666666666666664
TUN,ZWE,10,21,23,21.666666666666664
AFG,CHN,5,76,13,21.658752860411898
AFG,SAU,9,27,23,21.580952380952382
BIH,IRL,10,23,21,21.466666666666665
AUS,RUS,8,19,26,21.444444444444446
DEU,NGA,10,21,22,21.42857142857143
CAN,JAM,10,22,21,21.4
LTU,MYS,10,21,22,21.4
ARG,COL,10,21,24,21.4
IRQ,NOR,10,24,20,21.25714285714286
GEO,IRL,10,23,21,21.257142857142856
BLR,IRQ,10,20,24,21.257142857142856
BEL,TZA,10,21,22,21.2
AFG,EGY,8,19,33,21.187012987012984
IDN,SAU,10,22,21,21.066666666666666
MEX,NLD,10,23,20,21.066666666666666
BEL,QAT,10,20,23,21.066666666666666
MEX,NOR,10,21,21,21.0
AGO,ETH,9,24,20,21.0
AUT,KAZ,10,21,21,21.0
JOR,PAK,10,21,21,21.0
JOR,LTU,10,21,21,21.0
SEN,SWE,10,21,21,21.0
COL,SLE,9,23,20,20.895238095238096
IDN,USA,8,21,36,20.88
BRA,ISR,10,20,23,20.857142857142858
COL,NZL,10,23,20,20.857142857142858
KEN,USA,9,21,21,20.844444444444445
DZA,JOR,10,22,20,20.8
FRA,MKD,10,21,21,20.8
BEL,ZWE,10,21,21,20.8
IND,IRL,10,21,21,20.799999999999997
PRT,ZMB,10,21,21,20.799999999999997
GEO,ROU,10,21,21,20.799999999999997
IDN,ITA,10,21,21,20.799999999999997
FRA,SDN,9,24,22,20.768253968253966
LBY,SYR,7,85,15,20.65714285714286
AFG,HTI,9,21,21,20.6
CIV,LBY,8,17,28,20.58095238095238
BDI,CAN,8,24,19,20.523809523809526
BIH,LUX,9,26,18,20.466666666666665
ARG,GRC,10,20,21,20.4
PER,SWE,10,21,20,20.4
KWT,SWE,10,21,20,20.4
CAN,YEM,10,20,21,20.4
BEL,IND,10,20,21,20.4
JAM,JPN,10,20,21,20.4
EST,MKD,10,21,20,20.4
MAR,OMN,10,21,20,20.4
CRI,IRL,10,20,21,20.4
BRA,CRI,10,20,21,20.4
OMN,YEM,10,20,21,20.4
BEL,BRA,10,21,20,20.4
NOR,QAT,10,20,21,20.4
FRA,KAZ,10,20,21,20.4
IND,QAT,10,20,21,20.4
ESP,QAT,10,20,21,20.4
KOR,SOM,9,18,24,20.4
ESP,NGA,10,20,21,20.4
DZA,OMN,10,21,20,20.4
LBN,UKR,10,20,21,20.4
ITA,MEX,10,20,21,20.4
DJI,PAK,10,21,20,20.4
FIN,IDN,10,21,20,20.4
HRV,MEX,10,21,20,20.4
DEU,KAZ,10,20,21,20.4
KOR,NZL,10,20,21,20.4
ESP,IDN,10,20,21,20.4
GRC,PHL,10,20,21,20.4
AFG,MYS,9,27,18,20.36825396825397
LBR,NLD,9,25,18,20.323809523809523
COL,PER,9,26,19,20.272727272727273
DNK,LBR,9,19,23,20.25714285714286
KAZ,PAK,8,21,20,20.228571428571428
LBY,NGA,9,23,20,20.200000000000003
AGO,SOM,9,21,22,20.2
COG,PRT,8,30,17,20.196536796536797
NGA,SDN,8,20,23,20.163636363636364
MLI,RWA,8,25,21,20.139393939393937
ITA,SOM,8,16,35,20.066666666666666
ARG,AUT,10,20,20,20.0
CHL,CRI,10,20,20,20.0
COL,DEU,10,20,20,20.0
BEL,PER,10,20,20,20.0
CAN,KAZ,10,20,20,20.0
EGY,FIN,10,20,20,20.0
CHL,ITA,10,20,20,20.0
BRA,MAR,10,20,20,20.0
ARG,DEU,10,20,20,20.0
HRV,MAR,10,20,20,20.0
OMN,SAU,10,20,20,20.0
AUT,GEO,10,20,20,20.0
CHL,ISL,10,20,20,20.0
LIE,USA,10,20,20,20.0
CHL,PAK,10,20,20,20.0
PRT,SGP,10,20,20,20.0
KOR,TUR,10,20,20,20.0
ISR,PER,10,20,20,20.0
CHE,LTU,10,20,20,20.0
BEL,URY,10,20,20,20.0
CHL,NOR,10,20,20,20.0
ISL,MKD,10,20,20,20.0
AUT,MAR,10,20,20,20.0
NZL,TZA,10,20,20,20.0
ALB,ISL,10,20,20,20.0
CAN,NAM,10,20,20,20.0
MKD,SVK,10,20,20,20.0
ITA,LBN,10,20,20,20.0
CHL,SVN,10,20,20,20.0
KOR,POL,10,20,20,20.0
ALB,CZE,10,20,20,20.0
CHL,DEU,10,20,20,20.0
ARG,LBN,10,20,20,20.0
AGO,JPN,10,20,20,20.0
MAR,SVK,10,20,20,20.0
ITA,SRB,10,20,20,20.0
CHL,GRC,10,20,20,20.0
CRI,MYS,10,20,20,20.0
CHL,PRT,10,20,20,20.0
BGR,MAR,10,20,20,20.0
JPN,NAM,10,20,20,20.0
DEU,SAU,10,20,20,20.0
ALB,GEO,10,20,20,20.0
CHL,FIN,10,20,20,20.0
BGR,CRI,10,20,20,20.0
CRI,DNK,10,20,20,20.0
JPN,THA,10,20,20,20.0
DEU,IDN,10,20,20,20.0
MLT,UKR,10,20,20,20.0
OMN,TUR,10,20,20,20.0
ALB,SVK,10,20,20,20.0
CRI,MAR,10,20,20,20.0
HUN,MKD,10,20,20,20.0
KOR,LIE,10,20,20,20.0
CRI,LUX,10,20,20,20.0
CRI,LIE,10,20,20,20.0
FIN,MAR,10,20,20,20.0
ALB,HUN,10,20,20,20.0
NOR,SRB,10,20,20,20.0
CHE,GEO,10,20,20,20.0
ALB,EST,10,20,20,20.0
BIH,CHE,9,32,18,19.929411764705883
HTI,URY,8,30,16,19.923809523809524
CHE,IRQ,9,18,24,19.923809523809524
BDI,IRL,8,23,18,19.9
EGY,IRL,9,19,21,19.799999999999997
MLT,USA,9,18,38,19.666666666666664
ESP,LBR,9,18,23,19.65714285714286
KEN,SDN,8,18,25,19.599999999999998
USA,VEN,4,46,13,19.54385964912281
COD,UGA,6,20,21,19.51904761904762
IND,KAZ,8,18,22,19.495238095238093
CRI,SDN,9,19,21,19.46666666666667
IRL,KAZ,9,19,21,19.466666666666665
AFG,MLI,9,18,22,19.466666666666665
GIN,NGA,6,36,15,19.458823529411767
IRQ,NLD,8,31,17,19.45128205128205
NGA,PRT,9,20,19,19.42857142857143
BGR,BIH,9,19,20,19.4
EGY,ZWE,9,20,19,19.4
UGA,ZMB,8,19,21,19.295238095238094
CAF,ETH,5,32,24,19.263516746411483
ARE,SWE,9,19,21,19.257142857142856
COG,SGP,6,25,16,19.24047619047619
COL,IRQ,8,24,20,19.225396825396828
BFA,FRA,9,18,21,19.200000000000003
ITA,PHL,9,20,19,19.2
AGO,KHM,7,25,17,19.089682539682542
SSD,UKR,7,20,19,19.073015873015873
GRC,SDN,9,20,19,19.066666666666666
ITA,SEN,9,19,19,19.0
DJI,PSE,7,15,27,18.93095238095238
AFG,TJK,7,44,15,18.90718954248366
LBR,SSD,8,19,20,18.866666666666667
SGP,ZAF,9,18,21,18.857142857142858
GTM,MEX,8,19,19,18.857142857142858
DEU,JOR,9,21,18,18.857142857142858
CHN,IND,8,19,19,18.844444444444445
SAU,SWE,8,20,19,18.816666666666666
GRC,IND,9,19,19,18.8
EGY,ITA,9,18,20,18.8
JPN,ZWE,9,19,19,18.8
ARE,CUB,9,20,18,18.8
NZL,URY,9,19,19,18.8
DJI,ISR,9,19,19,18.8
GAB,PRT,9,18,20,18.8
CHE,MYS,9,18,20,18.8
UKR,URY,9,20,18,18.8
IRN,KAZ,7,15,31,18.79047619047619
LBY,RWA,8,25,18,18.77777777777778
AUS,PNG,8,18,20,18.75
KAZ,NLD,9,20,18,18.666666666666668
KWT,OMN,9,20,18,18.666666666666664
GRC,SRB,9,18,20,18.666666666666664
COL,UKR,9,20,18,18.666666666666664
KOR,UKR,9,18,20,18.666666666666664
BIH,HUN,9,20,18,18.666666666666664
KWT,NOR,9,20,18,18.666666666666664
ARE,IDN,9,18,20,18.666666666666664
LBR,SDN,7,19,23,18.63809523809524
SOM,ZAF,8,20,18,18.62857142857143
AUS,CAF,8,18,20,18.6
MYS,SLE,8,19,19,18.6
COG,YEM,8,19,21,18.59047619047619
CUB,LAO,7,21,17,18.553846153846152
MYS,SGP,8,21,17,18.55
BDI,COL,7,16,25,18.523809523809522
TZA,USA,7,17,37,18.511111111111113
IRN,SOM,7,18,21,18.48333333333333
COG,ITA,7,38,15,18.457142857142856
LBR,ZAF,8,21,18,18.457142857142856
BEL,LBR,8,16,26,18.457142857142856
IRN,RUS,8,32,18,18.4
LBN,PRT,9,18,19,18.4
AUS,MEX,9,19,18,18.4
DJI,ZAF,9,18,19,18.4
CUB,NZL,9,18,19,18.4
ARG,QAT,9,18,19,18.4
IDN,TZA,9,19,18,18.4
GEO,SVN,9,18,19,18.4
GRC,IDN,9,18,19,18.4
MAR,PHL,9,18,19,18.4
ITA,PAK,9,19,18,18.4
CRI,MEX,9,18,19,18.4
EST,KAZ,9,19,18,18.4
MCO,SVN,9,18,19,18.4
LVA,MYS,9,18,19,18.4
OMN,SDN,9,18,19,18.4
AGO,ERI,8,22,17,18.4
BRA,NLD,9,18,19,18.4
DJI,IND,9,18,19,18.4
AUS,TZA,9,18,19,18.4
CHE,FRA,9,18,19,18.4
EST,MAR,9,19,18,18.4
EST,GEO,9,19,18,18.4
KAZ,SVN,9,18,19,18.4
CHE,SDN,9,18,19,18.4
JPN,NGA,9,19,18,18.4
IRL,TUN,9,19,18,18.4
EGY,HRV,9,18,19,18.4
IRL,SRB,9,19,18,18.4
BIH,NZL,9,19,18,18.4
EGY,NAM,9,19,18,18.4
ITA,URY,9,19,18,18.4
CRI,EST,9,18,19,18.4
ESP,SEN,9,19,18,18.4
AFG,LBY,7,17,21,18.31168831168831
AUS,LBR,8,17,21,18.25714285714286
CHE,LBR,8,17,21,18.25714285714286
AFG,TUN,8,23,17,18.25714285714286
PAK,TKM,8,20,17,18.228571428571428
AUT,RWA,7,15,41,18.200000000000003
NLD,RWA,7,15,41,18.200000000000003
ETH,TUN,8,21,17,18.2
BLR,PRT,8,17,20,18.066666666666666
LBR,ROU,8,22,16,18.057142857142857
LBN,SYR,8,22,16,18.057142857142857
COG,GTM,6,50,13,18.03238095238095
BEL,NAM,9,18,18,18.0
CHE,CHL,9,18,18,18.0
KAZ,SWE,9,18,18,18.0
CHL,EST,9,18,18,18.0
FJI,IDN,9,18,18,18.0
MAR,SWE,9,18,18,18.0
BRA,URY,9,18,18,18.0
HUN,KAZ,9,18,18,18.0
CAN,SGP,9,18,18,18.0
CHL,HRV,9,18,18,18.0
KOR,MLT,9,18,18,18.0
ITA,PER,9,18,18,18.0
KOR,MNE,9,18,18,18.0
FIN,KAZ,9,18,18,18.0
CHL,IRL,9,18,18,18.0
FIN,GEO,9,18,18,18.0
KAZ,SVK,9,18,18,18.0
CHL,CZE,9,18,18,18.0
ITA,MDA,9,18,18,18.0
JOR,NOR,9,18,18,18.0
GRC,SGP,9,18,18,18.0
ARG,BEL,9,18,18,18.0
CRI,TUR,9,18,18,18.0
CRI,LVA,9,18,18,18.0
BEL,DJI,9,18,18,18.0
GTM,JPN,9,18,18,18.0
KAZ,LTU,9,18,18,18.0
DJI,ESP,9,18,18,18.0
KAZ,LUX,9,18,18,18.0
KAZ,LVA,9,18,18,18.0
GTM,NZL,9,18,18,18.0
BRA,GTM,9,18,18,18.0
AUS,JOR,9,18,18,18.0
AUS,JAM,9,18,18,18.0
KAZ,POL,9,18,18,18.0
NOR,SAU,9,18,18,18.0
HRV,KAZ,9,18,18,18.0
ETH,ZAF,8,18,18,18.0
KOR,SVK,9,18,18,18.0
CAN,PAN,9,18,18,18.0
CHL,ROU,9,18,18,18.0
EGY,SGP,9,18,18,18.0
BGR,KAZ,9,18,18,18.0
MEX,NZL,9,18,18,18.0
BGR,GEO,9,18,18,18.0
LTU,TCD,9,18,18,18.0
CZE,KAZ,9,18,18,18.0
ISL,MAR,9,18,18,18.0
ARG,ZWE,9,18,18,18.0
CAN,DJI,9,18,18,18.0
LIE,MKD,9,18,18,18.0
PRT,TUN,9,18,18,18.0
AUT,SRB,9,18,18,18.0
ALB,MLT,9,18,18,18.0
LTU,MAR,9,18,18,18.0
LTU,MKD,9,18,18,18.0
EGY,SLE,9,18,18,18.0
EGY,SWE,9,18,18,18.0
CRI,MNE,9,18,18,18.0
CZE,GEO,9,18,18,18.0
NZL,SGP,9,18,18,18.0
CHL,LVA,9,18,18,18.0
MCO,NOR,9,18,18,18.0
CHL,MAR,9,18,18,18.0
CHL,MEX,8,18,18,18.0
CHL,MLT,9,18,18,18.0
BGR,ZAF,9,18,18,18.0
CAN,MCO,9,18,18,18.0
MNE,UKR,9,18,18,18.0
ISR,PHL,9,18,18,18.0
SRB,SWE,9,18,18,18.0
LBN,NZL,9,18,18,18.0
PAK,SWE,9,18,18,18.0
ALB,CUB,9,18,18,18.0
PER,TUR,9,18,18,18.0
BEL,GEO,9,18,18,18.0
CHE,KOR,9,18,18,18.0
BEL,PAN,9,18,18,18.0
CRI,NLD,9,18,18,18.0
BLR,BRA,9,18,18,18.0
CRI,PAK,9,18,18,18.0
AUS,QAT,9,18,18,18.0
MAR,PER,9,18,18,18.0
CRI,PER,9,18,18,18.0
GEO,ITA,9,18,18,18.0
BLR,NZL,9,18,18,18.0
BEL,MDA,9,18,18,18.0
DNK,GEO,9,18,18,18.0
GEO,POL,9,18,18,18.0
GEO,HRV,9,18,18,18.0
CRI,SVK,9,18,18,18.0
FJI,TLS,6,13,37,17.992948717948718
KWT,MMR,6,15,26,17.980952380952385
CAF,EGY,6,29,22,17.910364145658264
LBR,RWA,7,26,16,17.883333333333333
COG,HTI,8,19,18,17.866666666666667
FIN,RWA,7,15,40,17.8
SLE,ZWE,5,46,21,17.78874458874459
GIN,TLS,5,34,25,17.7436974789916
FRA,PAK,8,17,24,17.733333333333334
BLR,TUR,8,17,19,17.666666666666664
BIH,NLD,8,22,16,17.666666666666664
DEU,LBR,8,16,21,17.65714285714286
ALB,IRQ,8,17,20,17.65714285714286
BRA,PSE,7,14,25,17.657142857142855
MAR,SLE,7,16,27,17.62857142857143
AUS,SOM,8,16,20,17.6
AFG,QAT,6,33,17,17.590476190476192
AFG,ARE,7,35,14,17.557142857142857
CRI,GTM,8,16,21,17.523809523809526
AFG,NZL,7,30,14,17.4989010989011
LBY,SAU,7,21,16,17.485714285714288
MOZ,RWA,7,15,38,17.48
MYS,ZWE,8,17,19,17.46666666666667
ARE,LBN,8,18,18,17.46666666666667
IRN,PAK,8,18,18,17.46666666666667
ITA,RWA,8,17,19,17.46666666666667
TLS,USA,6,54,12,17.43850267379679
MDA,UKR,8,18,17,17.42857142857143
DEU,KWT,8,17,18,17.4
BRA,GRC,8,17,18,17.4
IRL,PHL,8,18,17,17.4
IDN,IRL,8,17,18,17.4
AGO,BGR,7,23,15,17.38095238095238
ARG,KWT,8,16,20,17.333333333333332
EGY,HTI,6,12,39,17.27878787878788
MLI,SRB,7,20,16,17.25714285714286
BEL,UGA,8,16,20,17.25714285714286
AFG,ISR,8,20,16,17.257142857142856
LBR,NOR,8,20,16,17.257142857142856
CAN,UGA,8,17,18,17.2
AUS,COG,7,15,23,17.18095238095238
JOR,LBY,7,17,67,17.114285714285714
COG,GHA,7,22,15,17.114285714285714
COG,MEX,7,19,17,17.085714285714285
SDN,UKR,8,17,18,17.066666666666666
NZL,ZWE,8,17,18,17.066666666666666
TUN,TZA,8,19,16,17.066666666666666
IDN,OMN,8,19,16,17.066666666666666
IRQ,TLS,5,28,13,17.02987012987013
CAN,ECU,8,17,17,17.0
ARE,USA,8,20,16,17.0
JAM,UKR,8,17,17,17.0
AUT,MYS,8,17,17,17.0
BLR,GRC,8,17,17,17.0
EGY,KEN,8,17,17,17.0
IDN,ZWE,8,17,17,17.0
DEU,MEX,8,20,16,17.0
SOM,TUR,7,40,14,16.903703703703705
COG,IND,6,34,13,16.88939393939394
CHL,IRQ,7,19,17,16.866666666666667
PER,ZAF,8,16,19,16.857142857142858
BIH,FIN,8,19,16,16.857142857142858
GEO,ZAF,8,16,19,16.857142857142858
ISR,RWA,6,17,38,16.8
IDN,RWA,8,16,18,16.8
KHM,MOZ,8,17,17,16.8
DJI,UGA,8,18,16,16.8
OMN,QAT,8,16,18,16.8
IND,NLD,8,18,16,16.8
IRQ,SVK,8,18,16,16.8
BDI,SWE,6,25,13,16.797619047619047
SLE,TZA,7,25,15,16.784615384615385
NLD,PER,8,18,16,16.666666666666668
CHE,PSE,7,14,21,16.666666666666668
ISR,NGA,8,18,16,16.666666666666668
ALB,ISR,8,16,18,16.666666666666664
NGA,ZAF,8,18,16,16.666666666666664
GEO,MDA,8,16,18,16.666666666666664
CRI,IRQ,8,16,18,16.666666666666664
LBN,PAK,8,18,16,16.666666666666664
DNK,LBN,8,16,18,16.666666666666664
COL,ECU,6,35,13,16.666666666666664
CHN,ZAF,7,16,19,16.65714285714286
AFG,JOR,6,24,14,16.649572649572647
BDI,IRQ,7,18,16,16.62857142857143
ECU,USA,6,13,46,16.485714285714288
BFA,ITA,8,16,17,16.4
AGO,NZL,8,17,16,16.4
NAM,SWE,8,17,16,16.4
CHL,TUN,8,16,17,16.4
CUB,JOR,8,16,17,16.4
NZL,PER,8,17,16,16.4
EST,MCO,8,17,16,16.4
CUB,ZWE,8,16,17,16.4
NLD,QAT,8,16,17,16.4
COL,UGA,8,16,17,16.4
ARG,ROU,8,17,16,16.4
CRI,PHL,8,16,17,16.4
NLD,TZA,8,16,17,16.4
COL,MAR,8,16,17,16.4
TUN,ZMB,8,16,17,16.4
BDI,EGY,8,16,17,16.4
PAK,SOM,8,16,17,16.4
IND,SWE,8,17,16,16.4
MYS,ROU,8,17,16,16.4
SRB,TUR,8,17,16,16.4
NOR,ZMB,8,16,17,16.4
AUS,BIH,8,17,16,16.4
LUX,MYS,8,16,17,16.4
BRA,MEX,8,16,17,16.4
EGY,FRA,8,17,16,16.4
BIH,POL,8,16,17,16.4
MAR,MLT,8,17,16,16.4
FRA,PAN,8,17,16,16.4
GRC,PER,8,17,16,16.4
ARE,NZL,8,17,16,16.4
EGY,SVN,8,16,17,16.4
PHL,TUR,8,17,16,16.4
BEL,BFA,8,17,16,16.4
ARE,BEL,8,17,16,16.4
KEN,NOR,8,17,16,16.4
UKR,ZMB,8,16,17,16.4
LTU,RWA,8,16,17,16.4
SRB,SVN,8,16,17,16.4
MAR,ROU,8,16,17,16.4
BRA,CHE,8,16,17,16.4
AUS,KWT,7,14,21,16.4
MKD,USA,8,17,16,16.4
JAM,NZL,8,16,17,16.4
AUT,PHL,8,16,17,16.4
DJI,TUR,8,17,16,16.4
PHL,USA,8,17,16,16.4
DJI,MYS,8,17,16,16.4
ISR,KAZ,8,17,16,16.4
IRQ,LVA,7,18,19,16.368253968253967
ARG,COG,7,18,17,16.323809523809523
CMR,TCD,7,18,17,16.323809523809523
LBY,TCD,7,20,16,16.31111111111111
IRN,SYR,7,22,14,16.25714285714286
AFG,BDI,7,17,16,16.228571428571428
DNK,RWA,6,13,39,16.200000000000003
PAK,SLE,7,14,21,16.19047619047619
KEN,MAR,7,24,15,16.184615384615384
AFG,AUS,6,24,13,16.157142857142855
IRQ,KAZ,6,16,23,16.15
NOR,SLE,7,25,16,16.133333333333333
BHR,ISR,7,14,24,16.133333333333333
FRA,YEM,7,18,17,16.066666666666666
COG,JAM,5,52,12,16.066666666666666
ERI,NOR,6,24,13,16.063492063492063
COG,ESP,6,24,13,16.034920634920635
SDN,SLE,6,24,13,16.016666666666666
CUB,OMN,8,16,16,16.0
CZE,MDA,8,16,16,16.0
MAR,MNE,8,16,16,16.0
MEX,PAK,8,16,16,16.0
ISL,KAZ,8,16,16,16.0
GEO,PRT,8,16,16,16.0
MCO,PRT,8,16,16,16.0
CZE,SRB,8,16,16,16.0
MCO,NZL,8,16,16,16.0
AUT,MCO,8,16,16,16.0
CZE,MCO,8,16,16,16.0
MEX,SVN,8,16,16,16.0
AUS,NGA,8,16,16,16.0
NZL,YEM,8,16,16,16.0
MCO,SVK,8,16,16,16.0
AUT,URY,8,16,16,16.0
EST,MDA,8,16,16,16.0
AUT,MEX,8,16,16,16.0
MKD,MLT,8,16,16,16.0
LIE,UKR,8,16,16,16.0
IDN,UGA,8,16,16,16.0
CHE,MCO,8,16,16,16.0
SVK,ZAF,8,16,16,16.0
DJI,UKR,8,16,16,16.0
CAN,MDA,8,16,16,16.0
CHL,SVK,8,16,16,16.0
IND,THA,8,16,16,16.0
ESP,MDA,8,16,16,16.0
CRI,POL,8,16,16,16.0
MDA,NOR,8,16,16,16.0
CAN,JOR,8,16,16,16.0
ESP,KAZ,8,16,16,16.0
PER,QAT,8,16,16,16.0
PER,SVK,8,16,16,16.0
MDA,ROU,8,16,16,16.0
BEL,MCO,8,16,16,16.0
BLR,IDN,8,16,16,16.0
COL,PAK,8,16,16,16.0
MDA,SVK,8,16,16,16.0
MDA,SVN,8,16,16,16.0
ALB,CHE,8,16,16,16.0
CHL,POL,8,16,16,16.0
BGR,MDA,8,16,16,16.0
MDA,SWE,8,16,16,16.0
CHL,LIE,8,16,16,16.0
DEU,MDA,8,16,16,16.0
BLR,CAN,8,16,16,16.0
GIN,SDN,7,14,22,16.0
RWA,UKR,8,16,16,16.0
NOR,PER,8,16,16,16.0
GEO,ISL,8,16,16,16.0
FIN,MDA,8,16,16,16.0
AUS,DJI,8,16,16,16.0
CHE,TUN,8,16,16,16.0
ETH,UKR,8,16,16,16.0
GEO,LTU,8,16,16,16.0
GEO,MNE,8,16,16,16.0
CUB,DJI,8,16,16,16.0
NOR,UGA,8,16,16,16.0
FIN,PHL,8,16,16,16.0
BLR,SDN,8,16,16,16.0
BRA,FJI,8,16,16,16.0
GEO,HUN,8,16,16,16.0
CHE,MEX,8,16,16,16.0
AUS,COL,8,16,16,16.0
HUN,MYS,8,16,16,16.0
CRI,ISL,8,16,16,16.0
AUS,ZMB,8,16,16,16.0
CHL,HUN,8,16,16,16.0
GEO,MAR,8,16,16,16.0
KOR,MKD,8,16,16,16.0
JPN,MCO,8,16,16,16.0
GRC,MAR,8,16,16,16.0
FIN,MCO,8,16,16,16.0
MYS,OMN,8,16,16,16.0
KAZ,NZL,8,16,16,16.0
HUN,MAR,8,16,16,16.0
HRV,MDA,8,16,16,16.0
BRA,THA,8,16,16,16.0
DEU,QAT,8,16,16,16.0
BRA,TZA,8,16,16,16.0
CRI,HUN,8,16,16,16.0
GAB,NGA,8,16,16,16.0
GRC,MDA,8,16,16,16.0
KEN,ZWE,8,16,16,16.0
ARG,BLR,8,16,16,16.0
NLD,ZAF,8,16,16,16.0
GRC,MCO,8,16,16,16.0
AUS,LBN,8,16,16,16.0
CRI,DZA,8,16,16,16.0
CRI,MKD,8,16,16,16.0
DNK,MDA,8,16,16,16.0
BRA,LBN,8,16,16,16.0
CAN,SRB,8,16,16,16.0
CRI,LTU,8,16,16,16.0
KAZ,PRT,8,16,16,16.0
ITA,MCO,8,16,16,16.0
IRQ,LBR,6,15,28,15.996078431372547
BHS,HTI,5,12,57,15.986883029073699
ESP,PSE,6,12,24,15.923809523809524
GHA,NGA,6,16,17,15.866666666666667
BDI,DJI,7,16,17,15.866666666666667
ESP,HTI,7,14,19,15.866666666666665
IRQ,SVN,7,56,14,15.826086956521738
CHN,MMR,5,11,46,15.765567765567766
KAZ,KOR,7,23,14,15.733333333333334
SOM,SWE,7,23,14,15.733333333333334
HRV,RUS,7,19,14,15.733333333333333
IRN,SWE,5,20,14,15.673015873015874
LBR,SWE,7,19,14,15.657142857142858
CRI,GEO,7,14,31,15.619047619047619
LBR,UGA,6,21,14,15.615384615384615
PRT,SOM,7,14,18,15.600000000000001
ITA,LBY,6,15,18,15.6
SGP,SLE,5,15,20,15.58030303030303
FRA,UGA,7,16,17,15.523809523809524
AGO,RUS,6,35,14,15.508571428571429
GTM,NOR,7,16,15,15.428571428571429
CIV,SDN,6,15,18,15.407142857142858
GEO,SRB,7,16,15,15.4
ALB,FRA,7,18,15,15.4
IDN,SGP,7,16,15,15.4
COL,NIC,5,17,19,15.282051282051281
GEO,IRQ,6,30,16,15.276190476190477
AFG,ARG,7,18,14,15.257142857142858
AFG,KWT,7,17,15,15.257142857142858
LBR,SVN,7,18,14,15.257142857142858
GRC,IRQ,7,14,18,15.257142857142858
LBR,PRT,7,18,14,15.257142857142856
BIH,IND,7,15,16,15.200000000000001
NAM,TZA,6,16,15,15.200000000000001
GHA,ZWE,6,17,15,15.200000000000001
DNK,SOM,7,14,17,15.200000000000001
NLD,SOM,7,14,17,15.200000000000001
AFG,SSD,6,16,17,15.114285714285716
AGO,CHL,7,19,14,15.11111111111111
ARG,LVA,7,14,19,15.11111111111111
IDN,JOR,7,17,14,15.066666666666666
NLD,ZWE,7,14,17,15.066666666666666
AFG,PSE,6,16,16,15.007142857142858
ETH,ITA,7,15,15,15.0
PAK,SVN,7,15,15,15.0
IRL,PAK,7,15,15,15.0
