country1,country2,n_speeches,freq1,freq2,score
MUS,UGA,1,2,2,2.0
MUS,ZAF,1,2,2,2.0
ERI,SWE,1,2,2,2.0
NGA,SMR,1,2,2,2.0
BWA,MCO,1,2,2,2.0
BWA,MDA,1,2,2,2.0
ARE,ZMB,1,2,2,2.0
NGA,SAU,1,2,2,2.0
BWA,MHL,1,2,2,2.0
BWA,MLI,1,2,2,2.0
NGA,SGP,1,2,2,2.0
BWA,MNE,1,2,2,2.0
NGA,SRB,1,2,2,2.0
NGA,PSE,1,2,2,2.0
ARE,VCT,1,2,2,2.0
BWA,MRT,1,2,2,2.0
BWA,MYS,1,2,2,2.0
ESP,GUY,1,2,2,2.0
BWA,NIC,1,2,2,2.0
BWA,NLD,1,2,2,2.0
NGA,TUN,1,2,2,2.0
ESP,FSM,1,2,2,2.0
BWA,MAR,1,2,2,2.0
BWA,LVA,1,2,2,2.0
NAM,VEN,1,2,2,2.0
BWA,JOR,1,2,2,2.0
BWA,IND,1,2,2,2.0
ARG,BEN,1,2,2,2.0
ESP,MDV,1,2,2,2.0
BWA,ISR,1,2,2,2.0
NER,NLD,1,2,2,2.0
NER,SAU,1,2,2,2.0
NER,SOM,1,2,2,2.0
NER,SWE,1,2,2,2.0
NER,TZA,1,2,2,2.0
BWA,LUX,1,2,2,2.0
ESP,LKA,1,2,2,2.0
BWA,KEN,1,2,2,2.0
BWA,KWT,1,2,2,2.0
AND,GTM,1,2,2,2.0
BWA,LAO,1,2,2,2.0
NGA,PAN,1,2,2,2.0
BWA,LBY,1,2,2,2.0
NGA,PNG,1,2,2,2.0
BWA,NZL,1,2,2,2.0
BWA,OMN,1,2,2,2.0
BWA,PAK,1,2,2,2.0
NIC,UGA,1,2,2,2.0
NIC,SRB,1,2,2,2.0
NIC,SVN,1,2,2,2.0
NIC,SWE,1,2,2,2.0
NIC,TJK,1,2,2,2.0
NIC,TKM,1,2,2,2.0
BWA,PHL,1,2,2,2.0
ERI,WSM,1,2,2,2.0
NIC,TZA,1,2,2,2.0
BWA,PNG,1,2,2,2.0
NGA,URY,1,2,2,2.0
NIC,URY,1,2,2,2.0
ARE,SYC,1,2,2,2.0
NIC,VCT,1,2,2,2.0
NIC,VEN,1,2,2,2.0
ERI,URY,1,2,2,2.0
ERI,UKR,1,2,2,2.0
BWA,POL,1,2,2,2.0
ERI,TUR,1,2,2,2.0
NIC,SOM,1,2,2,2.0
ERI,ZWE,1,2,2,2.0
ESH,ESP,1,2,2,2.0
NIC,SEN,1,2,2,2.0
ARE,TKM,1,2,2,2.0
NGA,WSM,1,2,2,2.0
ARE,TJK,1,2,2,2.0
BWA,PAN,1,2,2,2.0
ESH,SDN,1,2,2,2.0
ESH,RUS,1,2,2,2.0
ESH,QAT,1,2,2,2.0
ESH,PAK,1,2,2,2.0
NIC,PAN,1,2,2,2.0
BWA,PER,1,2,2,2.0
ESH,LBR,1,2,2,2.0
NIC,PNG,1,2,2,2.0
NIC,POL,1,2,2,2.0
ESH,LBN,1,2,2,2.0
NIC,PSE,1,2,2,2.0
ESH,JAM,1,2,2,2.0
ESH,ISR,1,2,2,2.0
BWA,IDN,1,2,2,2.0
NAM,VCT,1,2,2,2.0
MUS,ZMB,1,2,2,2.0
BRN,TUR,1,2,2,2.0
EST,GUY,1,2,2,2.0
BRN,TKM,1,2,2,2.0
MYS,SMR,1,2,2,2.0
EST,GMB,1,2,2,2.0
EST,GIN,1,2,2,2.0
EST,GHA,1,2,2,2.0
BRN,TUN,1,2,2,2.0
ARG,GRD,1,2,2,2.0
BRN,URY,1,2,2,2.0
ARG,KAZ,1,2,2,2.0
MYS,TJK,1,2,2,2.0
BRN,VCT,1,2,2,2.0
BRN,VEN,1,2,2,2.0
ESP,VEN,1,2,2,2.0
BRN,VNM,1,2,2,2.0
BRN,YEM,1,2,2,2.0
BRN,ZWE,1,2,2,2.0
ARG,FSM,1,2,2,2.0
EST,HND,1,2,2,2.0
BRN,TJK,1,2,2,2.0
BWA,HUN,1,2,2,2.0
BRN,SAU,1,2,2,2.0
ARG,MMR,1,2,2,2.0
BRN,PER,1,2,2,2.0
BRN,PNG,1,2,2,2.0
EST,LKA,1,2,2,2.0
BRN,PSE,1,2,2,2.0
ARG,MDA,1,2,2,2.0
EST,LBY,1,2,2,2.0
BRN,QAT,1,2,2,2.0
EST,KHM,1,2,2,2.0
BRN,THA,1,2,2,2.0
ARG,LKA,1,2,2,2.0
BRN,SDN,1,2,2,2.0
BRN,SEN,1,2,2,2.0
BRN,SGP,1,2,2,2.0
BRN,SOM,1,2,2,2.0
BRN,SRB,1,2,2,2.0
BRN,SVN,1,2,2,2.0
BRN,SWE,1,2,2,2.0
BWA,CAF,1,2,2,2.0
BWA,CAN,1,2,2,2.0
MYS,VCT,1,2,2,2.0
NAM,SYR,1,2,2,2.0
BWA,GRD,1,2,2,2.0
BWA,GTM,1,2,2,2.0
ARG,BRN,1,2,2,2.0
NAM,SLV,1,2,2,2.0
NAM,SMR,1,2,2,2.0
NAM,SRB,1,2,2,2.0
BWA,GUY,1,2,2,2.0
ARG,BRB,1,2,2,2.0
NAM,THA,1,2,2,2.0
MYS,VEN,1,2,2,2.0
NAM,TJK,1,2,2,2.0
NAM,TKM,1,2,2,2.0
NAM,TLS,1,2,2,2.0
ESP,MUS,1,2,2,2.0
ARG,BHR,1,2,2,2.0
ARG,BGD,1,2,2,2.0
ESP,MRT,1,2,2,2.0
ESP,MMR,1,2,2,2.0
ESP,NRU,1,2,2,2.0
BWA,GIN,1,2,2,2.0
BWA,GEO,1,2,2,2.0
BWA,FRA,1,2,2,2.0
ARG,ETH,1,2,2,2.0
BWA,CHL,1,2,2,2.0
BWA,COM,1,2,2,2.0
MYT,UKR,1,2,2,2.0
NAM,NGA,1,2,2,2.0
NAM,NIC,1,2,2,2.0
BWA,CRI,1,2,2,2.0
BWA,CUB,1,2,2,2.0
BWA,DEU,1,2,2,2.0
BWA,DJI,1,2,2,2.0
BWA,DNK,1,2,2,2.0
BWA,DZA,1,2,2,2.0
BWA,ECU,1,2,2,2.0
BWA,ESP,1,2,2,2.0
NAM,POL,1,2,2,2.0
ARG,COM,1,2,2,2.0
BWA,EST,1,2,2,2.0
DOM,SSD,1,2,2,2.0
DNK,MDV,1,2,2,2.0
PAN,WSM,1,2,2,2.0
SMR,ZAF,1,2,2,2.0
CRI,LKA,1,2,2,2.0
CMR,MEX,1,2,2,2.0
SMR,SYC,1,2,2,2.0
SMR,TTO,1,2,2,2.0
CMR,USA,1,2,2,2.0
CMR,ZAF,1,2,2,2.0
CMR,ZWE,1,2,2,2.0
SMR,VEN,1,2,2,2.0
COD,DEU,1,2,2,2.0
CRI,MHL,1,2,2,2.0
AGO,ECU,1,2,2,2.0
SOM,SVK,1,2,2,2.0
CRI,GRD,1,2,2,2.0
AGO,DNK,1,2,2,2.0
AGO,DJI,1,2,2,2.0
SOM,TJK,1,2,2,2.0
SOM,TKM,1,2,2,2.0
SOM,TTO,1,2,2,2.0
SLV,ZMB,1,2,2,2.0
SLV,USA,1,2,2,2.0
SLE,SRB,1,2,2,2.0
CRI,MOZ,1,2,2,2.0
SLE,SVK,1,2,2,2.0
AGO,HRV,1,2,2,2.0
CMR,GAB,1,2,2,2.0
CRI,MUS,1,2,2,2.0
SLE,TUR,1,2,2,2.0
AGO,GNQ,1,2,2,2.0
AGO,GHA,1,2,2,2.0
SLE,YEM,1,2,2,2.0
CRI,MNG,1,2,2,2.0
SLV,URY,1,2,2,2.0
SLV,SVN,1,2,2,2.0
SLV,SWE,1,2,2,2.0
CMR,HND,1,2,2,2.0
SLV,TLS,1,2,2,2.0
SLV,TUN,1,2,2,2.0
CRI,MMR,1,2,2,2.0
SLV,TZA,1,2,2,2.0
SLV,UGA,1,2,2,2.0
CRI,FSM,1,2,2,2.0
AGO,CZE,1,2,2,2.0
AGO,CUB,1,2,2,2.0
COM,TJK,1,2,2,2.0
SRB,YEM,1,2,2,2.0
COM,URY,1,2,2,2.0
SRB,ZWE,1,2,2,2.0
COM,TUR,1,2,2,2.0
COM,TUN,1,2,2,2.0
AGO,AUT,1,2,2,2.0
COM,TKM,1,2,2,2.0
AGO,ARE,1,2,2,2.0
COM,SWE,1,2,2,2.0
AGO,CRI,1,2,2,2.0
COM,SVN,1,2,2,2.0
AFG,ZMB,1,2,2,2.0
COM,SRB,1,2,2,2.0
SVK,TCD,1,2,2,2.0
COM,SOM,1,2,2,2.0
COM,SEN,1,2,2,2.0
SVK,TTO,1,2,2,2.0
COM,SDN,1,2,2,2.0
COM,VCT,1,2,2,2.0
SRB,VNM,1,2,2,2.0
SRB,VEN,1,2,2,2.0
SRB,VCT,1,2,2,2.0
AGO,CPV,1,2,2,2.0
SOM,VCT,1,2,2,2.0
SOM,VEN,1,2,2,2.0
SOM,VNM,1,2,2,2.0
COD,SOM,1,2,2,2.0
SOM,ZMB,1,2,2,2.0
AGO,CHE,1,2,2,2.0
SRB,SYC,1,2,2,2.0
SRB,TJK,1,2,2,2.0
SRB,TKM,1,2,2,2.0
SRB,TTO,1,2,2,2.0
COM,ZWE,1,2,2,2.0
COM,YEM,1,2,2,2.0
SRB,TZA,1,2,2,2.0
SRB,UGA,1,2,2,2.0
COM,VNM,1,2,2,2.0
COM,VEN,1,2,2,2.0
CRI,NRU,1,2,2,2.0
SLE,SMR,1,2,2,2.0
CIV,KWT,1,2,2,2.0
AGO,MKD,1,2,2,2.0
SDN,SYR,1,2,2,2.0
CIV,MLT,1,2,2,2.0
CIV,MNE,1,2,2,2.0
SDN,TJK,1,2,2,2.0
SDN,TKM,1,2,2,2.0
CUB,HUN,1,2,2,2.0
AGO,MNE,1,2,2,2.0
CUB,HRV,1,2,2,2.0
AGO,MEX,1,2,2,2.0
CIV,MKD,1,2,2,2.0
SDN,URY,1,2,2,2.0
AGO,MDG,1,2,2,2.0
SDN,VCT,1,2,2,2.0
SDN,VEN,1,2,2,2.0
CUB,GRD,1,2,2,2.0
AGO,LVA,1,2,2,2.0
CUB,GIN,1,2,2,2.0
CUB,FSM,1,2,2,2.0
CUB,ISL,1,2,2,2.0
CIV,MDA,1,2,2,2.0
SLE,SLV,1,2,2,2.0
CUB,LKA,1,2,2,2.0
SAU,TKM,1,2,2,2.0
AGO,SRB,1,2,2,2.0
AGO,SGP,1,2,2,2.0
CIV,LIE,1,2,2,2.0
SAU,URY,1,2,2,2.0
CUB,LTU,1,2,2,2.0
SAU,VCT,1,2,2,2.0
SAU,VEN,1,2,2,2.0
SAU,WSM,1,2,2,2.0
CIV,MAR,1,2,2,2.0
CUB,LIE,1,2,2,2.0
CIV,LKA,1,2,2,2.0
CIV,LTU,1,2,2,2.0
CUB,KHM,1,2,2,2.0
AGO,POL,1,2,2,2.0
CUB,KEN,1,2,2,2.0
AGO,PLW,1,2,2,2.0
CIV,LVA,1,2,2,2.0
AGO,LIE,1,2,2,2.0
SEN,SGP,1,2,2,2.0
CUB,FRA,1,2,2,2.0
CIV,SVK,1,2,2,2.0
CIV,RWA,1,2,2,2.0
CIV,SSD,1,2,2,2.0
CRI,TKM,1,2,2,2.0
CRI,TJK,1,2,2,2.0
AGO,ISL,1,2,2,2.0
SGP,SYC,1,2,2,2.0
CRI,TCD,1,2,2,2.0
CRI,SYC,1,2,2,2.0
CRI,SMR,1,2,2,2.0
CIV,PER,1,2,2,2.0
SGP,UGA,1,2,2,2.0
CIV,SYC,1,2,2,2.0
SGP,URY,1,2,2,2.0
CIV,TLS,1,2,2,2.0
SGP,WSM,1,2,2,2.0
CIV,UKR,1,2,2,2.0
AGO,IDN,1,2,2,2.0
SLB,SOM,1,2,2,2.0
SGP,SMR,1,2,2,2.0
CRI,UGA,1,2,2,2.0
AGO,ISR,1,2,2,2.0
SEN,ZWE,1,2,2,2.0
CIV,PLW,1,2,2,2.0
CIV,PNG,1,2,2,2.0
SEN,SYC,1,2,2,2.0
SEN,TJK,1,2,2,2.0
SEN,TKM,1,2,2,2.0
CIV,POL,1,2,2,2.0
CIV,PRT,1,2,2,2.0
SEN,TZA,1,2,2,2.0
CRI,WSM,1,2,2,2.0
CRI,VEN,1,2,2,2.0
AGO,ITA,1,2,2,2.0
SEN,VCT,1,2,2,2.0
CRI,VCT,1,2,2,2.0
SEN,VNM,1,2,2,2.0
SEN,WSM,1,2,2,2.0
CIV,PRY,1,2,2,2.0
CIV,ROU,1,2,2,2.0
AFG,ZAF,1,2,2,2.0
COM,SAU,1,2,2,2.0
SVK,UGA,1,2,2,2.0
COL,JAM,1,2,2,2.0
AFG,LUX,1,2,2,2.0
AFG,LTU,1,2,2,2.0
AFG,LIE,1,2,2,2.0
COL,LUX,1,2,2,2.0
AFG,LAO,1,2,2,2.0
COL,LIE,1,2,2,2.0
COL,KHM,1,2,2,2.0
TUR,VCT,1,2,2,2.0
COL,ISL,1,2,2,2.0
COL,MHL,1,2,2,2.0
AFG,ISL,1,2,2,2.0
COL,HUN,1,2,2,2.0
TUR,ZMB,1,2,2,2.0
COG,MDA,1,2,2,2.0
COL,GUY,1,2,2,2.0
COG,MHL,1,2,2,2.0
TZA,VNM,1,2,2,2.0
COL,GNQ,1,2,2,2.0
TUN,WSM,1,2,2,2.0
COL,MLT,1,2,2,2.0
AFG,VNM,1,2,2,2.0
COL,PLW,1,2,2,2.0
TKM,VCT,1,2,2,2.0
TKM,VEN,1,2,2,2.0
TKM,VNM,1,2,2,2.0
TKM,YEM,1,2,2,2.0
TKM,ZWE,1,2,2,2.0
TLS,TON,1,2,2,2.0
TLS,TTO,1,2,2,2.0
COL,PRY,1,2,2,2.0
TLS,URY,1,2,2,2.0
TUN,VCT,1,2,2,2.0
COG,JOR,1,2,2,2.0
TTO,UKR,1,2,2,2.0
COL,NGA,1,2,2,2.0
TTO,ZAF,1,2,2,2.0
AFG,MLT,1,2,2,2.0
AFG,MCO,1,2,2,2.0
COL,MOZ,1,2,2,2.0
COL,MNE,1,2,2,2.0
AFG,GTM,1,2,2,2.0
AFG,GRD,1,2,2,2.0
COL,GMB,1,2,2,2.0
VCT,YEM,1,2,2,2.0
COK,KIR,1,2,2,2.0
USA,VNM,1,2,2,2.0
COK,FJI,1,2,2,2.0
AFG,BRN,1,2,2,2.0
COG,WSM,1,2,2,2.0
USA,ZMB,1,2,2,2.0
VCT,VEN,1,2,2,2.0
VCT,VNM,1,2,2,2.0
VCT,ZWE,1,2,2,2.0
COL,GIN,1,2,2,2.0
VEN,VNM,1,2,2,2.0
VEN,YEM,1,2,2,2.0
VEN,ZWE,1,2,2,2.0
AFG,BHR,1,2,2,2.0
VUT,WSM,1,2,2,2.0
COG,QAT,1,2,2,2.0
COG,SYC,1,2,2,2.0
COG,SAU,1,2,2,2.0
USA,UZB,1,2,2,2.0
URY,ZWE,1,2,2,2.0
URY,ZAF,1,2,2,2.0
URY,YEM,1,2,2,2.0
COL,GAB,1,2,2,2.0
UGA,YEM,1,2,2,2.0
COL,FSM,1,2,2,2.0
AFG,ECU,1,2,2,2.0
COL,FIN,1,2,2,2.0
AFG,DJI,1,2,2,2.0
UKR,VEN,1,2,2,2.0
COL,ERI,1,2,2,2.0
COL,DNK,1,2,2,2.0
AFG,COM,1,2,2,2.0
AFG,CHL,1,2,2,2.0
COL,DJI,1,2,2,2.0
COL,CZE,1,2,2,2.0
URY,VCT,1,2,2,2.0
URY,VEN,1,2,2,2.0
COG,NPL,1,2,2,2.0
URY,WSM,1,2,2,2.0
COL,ROU,1,2,2,2.0
TKM,URY,1,2,2,2.0
AFG,MRT,1,2,2,2.0
COM,LUX,1,2,2,2.0
COM,MRT,1,2,2,2.0
SVN,VCT,1,2,2,2.0
COM,MLT,1,2,2,2.0
COM,MLI,1,2,2,2.0
COM,MEX,1,2,2,2.0
SVN,YEM,1,2,2,2.0
AFG,SVN,1,2,2,2.0
COM,MAR,1,2,2,2.0
SWE,TCD,1,2,2,2.0
AFG,SEN,1,2,2,2.0
COM,LIE,1,2,2,2.0
SWE,TJK,1,2,2,2.0
SWE,TKM,1,2,2,2.0
SWE,TLS,1,2,2,2.0
COM,LAO,1,2,2,2.0
AFG,SVK,1,2,2,2.0
COM,KWT,1,2,2,2.0
AFG,SLB,1,2,2,2.0
COM,MYS,1,2,2,2.0
COM,NAM,1,2,2,2.0
COM,NIC,1,2,2,2.0
AFG,TZA,1,2,2,2.0
COM,QAT,1,2,2,2.0
AFG,VEN,1,2,2,2.0
SVK,VEN,1,2,2,2.0
COM,PSE,1,2,2,2.0
SVK,YEM,1,2,2,2.0
AFG,VCT,1,2,2,2.0
COM,PNG,1,2,2,2.0
SVK,ZWE,1,2,2,2.0
AFG,URY,1,2,2,2.0
COM,PHL,1,2,2,2.0
SVN,TCD,1,2,2,2.0
COM,PER,1,2,2,2.0
SVN,TJK,1,2,2,2.0
SVN,TKM,1,2,2,2.0
COM,PAK,1,2,2,2.0
COM,OMN,1,2,2,2.0
COM,NOR,1,2,2,2.0
COM,JOR,1,2,2,2.0
COM,ISR,1,2,2,2.0
COL,SAU,1,2,2,2.0
TJK,TUN,1,2,2,2.0
COM,CUB,1,2,2,2.0
COM,CRI,1,2,2,2.0
THA,TZA,1,2,2,2.0
THA,UGA,1,2,2,2.0
THA,URY,1,2,2,2.0
THA,USA,1,2,2,2.0
AFG,NAM,1,2,2,2.0
THA,ZWE,1,2,2,2.0
COL,SYR,1,2,2,2.0
SWE,VCT,1,2,2,2.0
TJK,URY,1,2,2,2.0
TJK,USA,1,2,2,2.0
COL,SRB,1,2,2,2.0
TJK,VCT,1,2,2,2.0
TJK,VEN,1,2,2,2.0
TJK,VNM,1,2,2,2.0
TJK,YEM,1,2,2,2.0
TJK,ZWE,1,2,2,2.0
TCD,WSM,1,2,2,2.0
AFG,NIC,1,2,2,2.0
COM,DJI,1,2,2,2.0
COM,DZA,1,2,2,2.0
COM,ISL,1,2,2,2.0
COM,IRQ,1,2,2,2.0
COM,IRL,1,2,2,2.0
COM,IDN,1,2,2,2.0
AFG,PNG,1,2,2,2.0
COM,GUY,1,2,2,2.0
COM,GTM,1,2,2,2.0
SYC,TTO,1,2,2,2.0
COM,GRD,1,2,2,2.0
COM,GRC,1,2,2,2.0
COM,GIN,1,2,2,2.0
COM,FIN,1,2,2,2.0
COM,EGY,1,2,2,2.0
SYR,TZA,1,2,2,2.0
AFG,PER,1,2,2,2.0
COM,ECU,1,2,2,2.0
TCD,TZA,1,2,2,2.0
SAU,TJK,1,2,2,2.0
CUB,MMR,1,2,2,2.0
DOM,SRB,1,2,2,2.0
PNG,VCT,1,2,2,2.0
PNG,TKM,1,2,2,2.0
DNK,FSM,1,2,2,2.0
CHE,HTI,1,2,2,2.0
PNG,TTO,1,2,2,2.0
DNK,FJI,1,2,2,2.0
PNG,TUR,1,2,2,2.0
PNG,UKR,1,2,2,2.0
DNK,ERI,1,2,2,2.0
PNG,VEN,1,2,2,2.0
PNG,THA,1,2,2,2.0
DNK,ECU,1,2,2,2.0
PNG,YEM,1,2,2,2.0
PNG,ZAF,1,2,2,2.0
PNG,ZMB,1,2,2,2.0
CHE,KHM,1,2,2,2.0
DJI,VNM,1,2,2,2.0
POL,PRY,1,2,2,2.0
DJI,VEN,1,2,2,2.0
PNG,TJK,1,2,2,2.0
DNK,GHA,1,2,2,2.0
PLW,SYC,1,2,2,2.0
PNG,SAU,1,2,2,2.0
PLW,TTO,1,2,2,2.0
DNK,LBY,1,2,2,2.0
CHE,ERI,1,2,2,2.0
CHE,GAB,1,2,2,2.0
CHE,GHA,1,2,2,2.0
PNG,PSE,1,2,2,2.0
CHE,GNQ,1,2,2,2.0
PNG,ROU,1,2,2,2.0
PNG,SDN,1,2,2,2.0
DNK,GMB,1,2,2,2.0
CHE,GRD,1,2,2,2.0
PNG,SGP,1,2,2,2.0
DNK,GUY,1,2,2,2.0
PNG,SLE,1,2,2,2.0
PNG,SMR,1,2,2,2.0
PNG,SOM,1,2,2,2.0
PNG,SRB,1,2,2,2.0
PNG,SVK,1,2,2,2.0
AND,ARG,1,2,2,2.0
DJI,VCT,1,2,2,2.0
CHE,LBY,1,2,2,2.0
CHE,TKM,1,2,2,2.0
CHE,PRY,1,2,2,2.0
POL,VEN,1,2,2,2.0
DJI,KHM,1,2,2,2.0
DJI,JAM,1,2,2,2.0
CHE,SYR,1,2,2,2.0
CHE,TCD,1,2,2,2.0
POL,ZMB,1,2,2,2.0
CHE,TJK,1,2,2,2.0
PRT,PRY,1,2,2,2.0
CHE,MDV,1,2,2,2.0
ALB,UGA,1,2,2,2.0
DJI,GRD,1,2,2,2.0
DJI,GNQ,1,2,2,2.0
ALB,TTO,1,2,2,2.0
DJI,GAB,1,2,2,2.0
DJI,ECU,1,2,2,2.0
CHE,VCT,1,2,2,2.0
DJI,DOM,1,2,2,2.0
DJI,LAO,1,2,2,2.0
ALB,VEN,1,2,2,2.0
DJI,LBY,1,2,2,2.0
DJI,MDA,1,2,2,2.0
DJI,TKM,1,2,2,2.0
DJI,TJK,1,2,2,2.0
POL,SLE,1,2,2,2.0
CHE,MMR,1,2,2,2.0
DJI,SMR,1,2,2,2.0
CHE,MOZ,1,2,2,2.0
AND,ARE,1,2,2,2.0
ALB,ZWE,1,2,2,2.0
CHE,MRT,1,2,2,2.0
ALB,WSM,1,2,2,2.0
DJI,PAN,1,2,2,2.0
POL,TCD,1,2,2,2.0
DJI,NIC,1,2,2,2.0
POL,TLS,1,2,2,2.0
POL,TTO,1,2,2,2.0
DJI,MUS,1,2,2,2.0
DJI,MNG,1,2,2,2.0
CHE,DOM,1,2,2,2.0
DNK,LKA,1,2,2,2.0
SAU,SYC,1,2,2,2.0
AND,EGY,1,2,2,2.0
PER,THA,1,2,2,2.0
PER,TJK,1,2,2,2.0
PER,TKM,1,2,2,2.0
PER,TTO,1,2,2,2.0
DOM,LVA,1,2,2,2.0
DOM,LTU,1,2,2,2.0
PER,UGA,1,2,2,2.0
DOM,LBN,1,2,2,2.0
DOM,KEN,1,2,2,2.0
DOM,MAR,1,2,2,2.0
PER,VCT,1,2,2,2.0
PER,VEN,1,2,2,2.0
DOM,KAZ,1,2,2,2.0
DOM,JAM,1,2,2,2.0
DOM,ITA,1,2,2,2.0
AND,DJI,1,2,2,2.0
DOM,IND,1,2,2,2.0
PHL,PLW,1,2,2,2.0
PER,TCD,1,2,2,2.0
AND,FSM,1,2,2,2.0
CHE,COM,1,2,2,2.0
DOM,PRT,1,2,2,2.0
PAN,ZMB,1,2,2,2.0
PAN,ZWE,1,2,2,2.0
DOM,SLV,1,2,2,2.0
DOM,SGP,1,2,2,2.0
AND,GMB,1,2,2,2.0
DOM,QAT,1,2,2,2.0
PER,PSE,1,2,2,2.0
AND,GIN,1,2,2,2.0
DOM,POL,1,2,2,2.0
DOM,MCO,1,2,2,2.0
DOM,PER,1,2,2,2.0
DOM,PAK,1,2,2,2.0
DOM,MNE,1,2,2,2.0
PER,SLE,1,2,2,2.0
PER,SLV,1,2,2,2.0
PER,SMR,1,2,2,2.0
PER,SOM,1,2,2,2.0
DOM,MKD,1,2,2,2.0
DOM,HUN,1,2,2,2.0
DOM,HRV,1,2,2,2.0
DOM,GUY,1,2,2,2.0
CAN,TCD,1,2,2,2.0
DNK,SLV,1,2,2,2.0
CAN,PNG,1,2,2,2.0
AND,BFA,1,2,2,2.0
PHL,VCT,1,2,2,2.0
PHL,VEN,1,2,2,2.0
DNK,PRY,1,2,2,2.0
DNK,PNG,1,2,2,2.0
DNK,OMN,1,2,2,2.0
CAN,TLS,1,2,2,2.0
DOM,GRC,1,2,2,2.0
PLW,PRY,1,2,2,2.0
PLW,QAT,1,2,2,2.0
CAN,VEN,1,2,2,2.0
PLW,SEN,1,2,2,2.0
PLW,SMR,1,2,2,2.0
PLW,SOM,1,2,2,2.0
DNK,MLI,1,2,2,2.0
BRB,LIE,1,2,2,2.0
CAN,NRU,1,2,2,2.0
DNK,TCD,1,2,2,2.0
AND,BWA,1,2,2,2.0
DNK,TLS,1,2,2,2.0
DOM,GNQ,1,2,2,2.0
DOM,GEO,1,2,2,2.0
AND,CRI,1,2,2,2.0
DOM,GAB,1,2,2,2.0
AND,COG,1,2,2,2.0
DNK,ZWE,1,2,2,2.0
PHL,SLV,1,2,2,2.0
DNK,VNM,1,2,2,2.0
PHL,SOM,1,2,2,2.0
DNK,VEN,1,2,2,2.0
AND,CHL,1,2,2,2.0
CAN,MDV,1,2,2,2.0
PHL,SYR,1,2,2,2.0
DNK,TTO,1,2,2,2.0
PHL,TJK,1,2,2,2.0
PHL,TKM,1,2,2,2.0
PHL,TTO,1,2,2,2.0
DEU,VNM,1,2,2,2.0
PRT,SLV,1,2,2,2.0
DEU,VEN,1,2,2,2.0
RUS,SGP,1,2,2,2.0
ROU,VEN,1,2,2,2.0
ROU,VNM,1,2,2,2.0
CHN,RWA,1,2,2,2.0
CHN,SGP,1,2,2,2.0
ROU,ZMB,1,2,2,2.0
ROU,ZWE,1,2,2,2.0
RUS,RWA,1,2,2,2.0
RUS,SAU,1,2,2,2.0
CHN,SVK,1,2,2,2.0
ALB,ETH,1,2,2,2.0
CHN,SWE,1,2,2,2.0
CZE,GUY,1,2,2,2.0
CHN,TUR,1,2,2,2.0
CHN,URY,1,2,2,2.0
RUS,SYC,1,2,2,2.0
CZE,ERI,1,2,2,2.0
CZE,ECU,1,2,2,2.0
RUS,TKM,1,2,2,2.0
ALB,ECU,1,2,2,2.0
CHN,ROU,1,2,2,2.0
ALB,SOM,1,2,2,2.0
ALB,GTM,1,2,2,2.0
CHN,LBN,1,2,2,2.0
CHN,LBY,1,2,2,2.0
CZE,MLI,1,2,2,2.0
CZE,MHL,1,2,2,2.0
CZE,MDV,1,2,2,2.0
CHN,NGA,1,2,2,2.0
ALB,GUY,1,2,2,2.0
CHN,NLD,1,2,2,2.0
CHN,NOR,1,2,2,2.0
CZE,KHM,1,2,2,2.0
CZE,LKA,1,2,2,2.0
ALB,GHA,1,2,2,2.0
ROU,TCD,1,2,2,2.0
CZE,LBY,1,2,2,2.0
ROU,TLS,1,2,2,2.0
CHN,PRT,1,2,2,2.0
CZE,KWT,1,2,2,2.0
ALB,FSM,1,2,2,2.0
CZE,DOM,1,2,2,2.0
CIV,COL,1,2,2,2.0
RUS,TZA,1,2,2,2.0
CIV,IRL,1,2,2,2.0
CUB,SVK,1,2,2,2.0
CUB,SRB,1,2,2,2.0
CIV,GTM,1,2,2,2.0
AGO,TUR,1,2,2,2.0
CIV,GUY,1,2,2,2.0
CIV,HRV,1,2,2,2.0
RWA,WSM,1,2,2,2.0
CIV,HUN,1,2,2,2.0
CUB,POL,1,2,2,2.0
ALB,CIV,1,2,2,2.0
CUB,PNG,1,2,2,2.0
CIV,ISL,1,2,2,2.0
SAU,SGP,1,2,2,2.0
SAU,SMR,1,2,2,2.0
CIV,ITA,1,2,2,2.0
CIV,JAM,1,2,2,2.0
CUB,MUS,1,2,2,2.0
CIV,KOR,1,2,2,2.0
CUB,SYR,1,2,2,2.0
CUB,TJK,1,2,2,2.0
ALB,ARM,1,2,2,2.0
CUB,TKM,1,2,2,2.0
RUS,URY,1,2,2,2.0
ALB,CHN,1,2,2,2.0
CIV,CZE,1,2,2,2.0
CIV,DNK,1,2,2,2.0
RUS,ZMB,1,2,2,2.0
CUB,VEN,1,2,2,2.0
CUB,VCT,1,2,2,2.0
CIV,EST,1,2,2,2.0
CUB,URY,1,2,2,2.0
RWA,SMR,1,2,2,2.0
ALB,BWA,1,2,2,2.0
ALB,BRB,1,2,2,2.0
CIV,FIN,1,2,2,2.0
RWA,STP,1,2,2,2.0
CIV,GEO,1,2,2,2.0
CIV,GRC,1,2,2,2.0
ALB,BEN,1,2,2,2.0
QAT,ZMB,1,2,2,2.0
CZE,OMN,1,2,2,2.0
ALB,IRN,1,2,2,2.0
